Status;Punkte;Spieler;Note;Spieltag;Datum
wurde nicht berücksichtigt;;M. El Mala;;3;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;2;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;1;16.02.2026
nicht eingesetzt;;M. Philipp;;22;16.02.2026
nicht eingesetzt;;M. Philipp;;21;16.02.2026
nicht eingesetzt;;M. Philipp;;20;16.02.2026
nicht eingesetzt;;M. Philipp;;19;16.02.2026
nicht eingesetzt;;M. Philipp;;18;16.02.2026
nicht eingesetzt;;M. Philipp;;17;16.02.2026
nicht eingesetzt;;M. Philipp;;16;16.02.2026
nicht eingesetzt;;M. Philipp;;15;16.02.2026
nicht eingesetzt;;M. Philipp;;14;16.02.2026
nicht eingesetzt;;M. Philipp;;13;16.02.2026
nicht eingesetzt;;M. Philipp;;12;16.02.2026
nicht eingesetzt;;M. Philipp;;11;16.02.2026
nicht eingesetzt;;M. Philipp;;10;16.02.2026
nicht eingesetzt;;M. Philipp;;9;16.02.2026
nicht eingesetzt;;M. Philipp;;8;16.02.2026
nicht eingesetzt;;M. Philipp;;7;16.02.2026
nicht eingesetzt;;M. Philipp;;6;16.02.2026
nicht eingesetzt;;M. Philipp;;5;16.02.2026
nicht eingesetzt;;M. Philipp;;4;16.02.2026
nicht eingesetzt;;M. Philipp;;3;16.02.2026
nicht eingesetzt;;M. Philipp;;2;16.02.2026
nicht eingesetzt;;M. Philipp;;1;16.02.2026
gespielt;1.0;M. Wolf;6.4;22;16.02.2026
gespielt;2.0;M. Wolf;6.6;21;16.02.2026
gespielt;-1.0;M. Wolf;6.0;20;16.02.2026
gespielt;3.0;M. Wolf;6.7;19;16.02.2026
gespielt;0.0;M. Wolf;;18;16.02.2026
gespielt;1.0;M. Wolf;6.4;17;16.02.2026
gespielt;3.0;M. Wolf;6.8;16;16.02.2026
gespielt;1.0;M. Wolf;6.3;15;16.02.2026
gespielt;4.0;M. Wolf;6.9;14;16.02.2026
nicht eingesetzt;;M. Wolf;;13;16.02.2026
gespielt;3.0;M. Wolf;6.8;12;16.02.2026
nicht eingesetzt;;M. Wolf;;11;16.02.2026
gespielt;2.0;M. Wolf;6.5;10;16.02.2026
nicht eingesetzt;;M. Wolf;;9;16.02.2026
gespielt;2.0;M. Wolf;6.5;8;16.02.2026
gespielt;0.0;M. Wolf;;7;16.02.2026
war verletzt;;M. Wolf;;6;16.02.2026
gespielt;2.0;M. Wolf;6.6;5;16.02.2026
gespielt;-2.0;M. Wolf;5.7;4;16.02.2026
gespielt;2.0;M. Wolf;6.6;3;16.02.2026
gespielt;1.0;M. Wolf;6.4;2;16.02.2026
gespielt;11.0;M. Wolf;7.4;1;16.02.2026
nicht eingesetzt;;Ma. Müller;;22;16.02.2026
nicht eingesetzt;;Ma. Müller;;21;16.02.2026
nicht eingesetzt;;Ma. Müller;;20;16.02.2026
nicht eingesetzt;;Ma. Müller;;19;16.02.2026
war im Aufbautraining;;Ma. Müller;;18;16.02.2026
war im Aufbautraining;;Ma. Müller;;17;16.02.2026
war angeschlagen;;Ma. Müller;;16;16.02.2026
nicht eingesetzt;;Ma. Müller;;15;16.02.2026
war angeschlagen;;Ma. Müller;;14;16.02.2026
war verletzt;;Ma. Müller;;13;16.02.2026
nicht eingesetzt;;Ma. Müller;;12;16.02.2026
nicht eingesetzt;;Ma. Müller;;11;16.02.2026
war verletzt;;Ma. Müller;;10;16.02.2026
nicht eingesetzt;;Ma. Müller;;9;16.02.2026
nicht eingesetzt;;Ma. Müller;;8;16.02.2026
nicht eingesetzt;;Ma. Müller;;7;16.02.2026
nicht eingesetzt;;Ma. Müller;;6;16.02.2026
nicht eingesetzt;;Ma. Müller;;5;16.02.2026
nicht eingesetzt;;Ma. Müller;;4;16.02.2026
nicht eingesetzt;;Ma. Müller;;3;16.02.2026
nicht eingesetzt;;Ma. Müller;;2;16.02.2026
nicht eingesetzt;;Ma. Müller;;1;16.02.2026
war im Aufbautraining;;Machida;;22;16.02.2026
war im Aufbautraining;;Machida;;21;16.02.2026
war im Aufbautraining;;Machida;;20;16.02.2026
war im Aufbautraining;;Machida;;16;16.02.2026
war im Aufbautraining;;Machida;;19;16.02.2026
war im Aufbautraining;;Machida;;18;16.02.2026
war im Aufbautraining;;Machida;;17;16.02.2026
war im Aufbautraining;;Machida;;15;16.02.2026
war im Aufbautraining;;Machida;;14;16.02.2026
war im Aufbautraining;;Machida;;13;16.02.2026
war im Aufbautraining;;Machida;;12;16.02.2026
war im Aufbautraining;;Machida;;11;16.02.2026
war im Aufbautraining;;Machida;;10;16.02.2026
war im Aufbautraining;;Machida;;9;16.02.2026
war im Aufbautraining;;Machida;;8;16.02.2026
war im Aufbautraining;;Machida;;7;16.02.2026
war verletzt;;Machida;;6;16.02.2026
war verletzt;;Machida;;5;16.02.2026
war verletzt;;Machida;;4;16.02.2026
war verletzt;;Machida;;3;16.02.2026
war verletzt;;Machida;;2;16.02.2026
gespielt;1.0;Machida;6.4;1;16.02.2026
gespielt;2.0;Machino;6.6;22;16.02.2026
gespielt;0.0;Machino;;21;16.02.2026
gespielt;1.0;Machino;6.3;20;16.02.2026
gespielt;1.0;Machino;6.3;19;16.02.2026
gespielt;2.0;Machino;6.5;18;16.02.2026
gespielt;9.0;Machino;7.4;17;16.02.2026
gespielt;3.0;Machino;6.7;16;16.02.2026
gespielt;1.0;Machino;6.4;15;16.02.2026
gespielt;3.0;Machino;6.7;14;16.02.2026
gespielt;4.0;Machino;6.9;13;16.02.2026
gespielt;3.0;Machino;6.8;12;16.02.2026
gespielt;9.0;Machino;7.3;11;16.02.2026
gespielt;3.0;Machino;6.7;10;16.02.2026
gespielt;8.0;Machino;7.2;9;16.02.2026
gespielt;2.0;Machino;6.5;8;16.02.2026
war verletzt;;Machino;;7;16.02.2026
gespielt;2.0;Machino;6.5;6;16.02.2026
gespielt;1.0;Machino;6.3;5;16.02.2026
gespielt;6.0;Machino;7.4;4;16.02.2026
gespielt;2.0;Machino;6.6;3;16.02.2026
gespielt;3.0;Machino;6.7;2;16.02.2026
gespielt;1.0;Machino;6.4;1;16.02.2026
war im Aufbautraining;;Mæhle;;22;16.02.2026
war im Aufbautraining;;Mæhle;;21;16.02.2026
war im Aufbautraining;;Mæhle;;20;16.02.2026
war im Aufbautraining;;Mæhle;;19;16.02.2026
war im Aufbautraining;;Mæhle;;18;16.02.2026
war im Aufbautraining;;Mæhle;;17;16.02.2026
war im Aufbautraining;;Mæhle;;16;16.02.2026
war im Aufbautraining;;Mæhle;;15;16.02.2026
war im Aufbautraining;;Mæhle;;14;16.02.2026
war im Aufbautraining;;Mæhle;;13;16.02.2026
war verletzt;;Mæhle;;12;16.02.2026
war verletzt;;Mæhle;;11;16.02.2026
war verletzt;;Mæhle;;10;16.02.2026
war verletzt;;Mæhle;;9;16.02.2026
gespielt;2.0;Mæhle;6.6;8;16.02.2026
gespielt;0.0;Mæhle;6.2;7;16.02.2026
gespielt;3.0;Mæhle;6.7;6;16.02.2026
gespielt;2.0;Mæhle;6.6;5;16.02.2026
gespielt;1.0;Mæhle;6.3;4;16.02.2026
gespielt;5.0;Mæhle;7.1;3;16.02.2026
gespielt;0.0;Mæhle;;2;16.02.2026
nicht eingesetzt;;Mæhle;;1;16.02.2026
war verletzt;;Maina;;22;16.02.2026
war verletzt;;Maina;;21;16.02.2026
gespielt;10.0;Maina;7.3;20;16.02.2026
gespielt;4.0;Maina;6.9;19;16.02.2026
gespielt;2.0;Maina;6.6;18;16.02.2026
gespielt;12.0;Maina;7.8;17;16.02.2026
gespielt;2.0;Maina;6.5;16;16.02.2026
gespielt;0.0;Maina;;15;16.02.2026
gespielt;2.0;Maina;6.6;14;16.02.2026
gespielt;0.0;Maina;6.2;13;16.02.2026
nicht eingesetzt;;Maina;;12;16.02.2026
nicht eingesetzt;;Maina;;11;16.02.2026
gespielt;3.0;Maina;6.8;10;16.02.2026
gespielt;3.0;Maina;6.8;9;16.02.2026
gespielt;1.0;Maina;6.3;8;16.02.2026
nicht eingesetzt;;Maina;;7;16.02.2026
gespielt;2.0;Maina;6.5;6;16.02.2026
gespielt;2.0;Maina;6.5;5;16.02.2026
gespielt;5.0;Maina;7.1;4;16.02.2026
wurde nicht berücksichtigt;;Maina;;3;16.02.2026
nicht eingesetzt;;Maina;;2;16.02.2026
nicht eingesetzt;;Maina;;1;16.02.2026
gespielt;4.0;Mainka;7.0;22;16.02.2026
gespielt;4.0;Mainka;6.9;21;16.02.2026
gespielt;2.0;Mainka;6.6;20;16.02.2026
gespielt;1.0;Mainka;6.3;19;16.02.2026
gespielt;5.0;Mainka;7.2;18;16.02.2026
gespielt;8.0;Mainka;7.8;17;16.02.2026
gespielt;6.0;Mainka;7.4;16;16.02.2026
gespielt;3.0;Mainka;6.8;15;16.02.2026
gespielt;5.0;Mainka;7.2;14;16.02.2026
gespielt;15.0;Mainka;8.4;13;16.02.2026
gespielt;5.0;Mainka;7.2;12;16.02.2026
gespielt;2.0;Mainka;6.6;11;16.02.2026
gespielt;-1.0;Mainka;5.9;10;16.02.2026
gespielt;7.0;Mainka;7.5;9;16.02.2026
gespielt;4.0;Mainka;7.0;8;16.02.2026
gespielt;6.0;Mainka;7.4;7;16.02.2026
gespielt;5.0;Mainka;7.2;6;16.02.2026
gespielt;7.0;Mainka;7.6;5;16.02.2026
gespielt;5.0;Mainka;7.1;4;16.02.2026
gespielt;3.0;Mainka;6.7;3;16.02.2026
gespielt;3.0;Mainka;6.7;2;16.02.2026
gespielt;0.0;Mainka;6.2;1;16.02.2026
gespielt;2.0;Majer;6.6;22;16.02.2026
gespielt;2.0;Majer;6.5;21;16.02.2026
gespielt;1.0;Majer;6.4;20;16.02.2026
gespielt;2.0;Majer;6.6;19;16.02.2026
gespielt;2.0;Majer;6.6;18;16.02.2026
gespielt;5.0;Majer;7.2;17;16.02.2026
gespielt;4.0;Majer;7.0;16;16.02.2026
gespielt;2.0;Majer;6.6;15;16.02.2026
gespielt;4.0;Majer;7.0;14;16.02.2026
gespielt;10.0;Majer;7.4;13;16.02.2026
gespielt;4.0;Majer;7.0;12;16.02.2026
gespielt;3.0;Majer;6.7;11;16.02.2026
war verletzt;;Majer;;10;16.02.2026
gespielt;3.0;Majer;6.8;9;16.02.2026
nicht eingesetzt;;Majer;;8;16.02.2026
gespielt;2.0;Majer;6.6;7;16.02.2026
gespielt;2.0;Majer;6.6;6;16.02.2026
gespielt;-1.0;Majer;6.0;5;16.02.2026
gespielt;2.0;Majer;6.6;4;16.02.2026
gespielt;10.0;Majer;7.4;3;16.02.2026
gespielt;5.0;Majer;7.2;2;16.02.2026
gespielt;2.0;Majer;6.5;1;16.02.2026
nicht eingesetzt;;Makengo;;22;16.02.2026
gespielt;3.0;Makengo;6.7;21;16.02.2026
gespielt;3.0;Makengo;6.8;20;16.02.2026
nicht eingesetzt;;Makengo;;19;16.02.2026
gespielt;0.0;Makengo;6.2;18;16.02.2026
gespielt;2.0;Makengo;6.6;17;16.02.2026
nicht eingesetzt;;Makengo;;16;16.02.2026
nicht eingesetzt;;Makengo;;15;16.02.2026
nicht eingesetzt;;Makengo;;14;16.02.2026
war angeschlagen;;Makengo;;13;16.02.2026
war angeschlagen;;Makengo;;12;16.02.2026
gespielt;-1.0;Makengo;6.0;11;16.02.2026
gespielt;1.0;Makengo;6.3;10;16.02.2026
gespielt;3.0;Makengo;6.8;9;16.02.2026
gespielt;2.0;Makengo;6.5;8;16.02.2026
gespielt;-1.0;Makengo;5.9;7;16.02.2026
nicht eingesetzt;;Makengo;;6;16.02.2026
gespielt;2.0;Makengo;6.6;5;16.02.2026
gespielt;1.0;Makengo;6.4;4;16.02.2026
gespielt;5.0;Makengo;7.1;3;16.02.2026
nicht eingesetzt;;Makengo;;2;16.02.2026
gespielt;3.0;Makengo;6.7;1;16.02.2026
nicht eingesetzt;;Maksimović;;22;16.02.2026
nicht eingesetzt;;Maksimović;;21;16.02.2026
nicht eingesetzt;;Maksimović;;20;16.02.2026
nicht eingesetzt;;Maksimović;;16;16.02.2026
gespielt;2.0;Maksimović;6.6;19;16.02.2026
gespielt;2.0;Maksimović;6.6;18;16.02.2026
nicht eingesetzt;;Maksimović;;17;16.02.2026
gespielt;1.0;Maksimović;6.4;15;16.02.2026
gespielt;1.0;Maksimović;6.3;14;16.02.2026
gespielt;3.0;Maksimović;6.7;13;16.02.2026
nicht eingesetzt;;Maksimović;;12;16.02.2026
nicht eingesetzt;;Maksimović;;11;16.02.2026
nicht eingesetzt;;Maksimović;;10;16.02.2026
nicht eingesetzt;;Maksimović;;9;16.02.2026
gespielt;4.0;Maksimović;6.9;8;16.02.2026
nicht eingesetzt;;Maksimović;;7;16.02.2026
gespielt;0.0;Maksimović;;6;16.02.2026
nicht eingesetzt;;Maksimović;;5;16.02.2026
gespielt;0.0;Maksimović;;4;16.02.2026
nicht eingesetzt;;Maksimović;;3;16.02.2026
war angeschlagen;;Maksimović;;2;16.02.2026
war im Aufbautraining;;Maksimović;;1;16.02.2026
gespielt;1.0;Malatini;6.3;22;16.02.2026
gespielt;-2.0;Malatini;5.7;21;16.02.2026
gespielt;2.0;Malatini;6.6;20;16.02.2026
gespielt;1.0;Malatini;6.3;16;16.02.2026
gespielt;4.0;Malatini;6.9;19;16.02.2026
nicht eingesetzt;;Malatini;;18;16.02.2026
nicht eingesetzt;;Malatini;;17;16.02.2026
gespielt;2.0;Malatini;6.6;15;16.02.2026
nicht eingesetzt;;Malatini;;14;16.02.2026
war angeschlagen;;Malatini;;13;16.02.2026
war verletzt;;Malatini;;12;16.02.2026
nicht eingesetzt;;Malatini;;11;16.02.2026
nicht eingesetzt;;Malatini;;10;16.02.2026
nicht eingesetzt;;Malatini;;9;16.02.2026
gespielt;2.0;Malatini;6.5;8;16.02.2026
nicht eingesetzt;;Malatini;;7;16.02.2026
nicht eingesetzt;;Malatini;;6;16.02.2026
war im Aufbautraining;;Malatini;;5;16.02.2026
war im Aufbautraining;;Malatini;;4;16.02.2026
war im Aufbautraining;;Malatini;;3;16.02.2026
war im Aufbautraining;;Malatini;;2;16.02.2026
gespielt;-2.0;Malatini;5.8;1;16.02.2026
war verletzt;;Maloney;;22;16.02.2026
gespielt;0.0;Maloney;;21;16.02.2026
gespielt;2.0;Maloney;6.5;20;16.02.2026
gespielt;1.0;Maloney;6.3;19;16.02.2026
gespielt;3.0;Maloney;6.7;18;16.02.2026
gespielt;-1.0;Maloney;6.0;17;16.02.2026
gespielt;1.0;Maloney;6.4;16;16.02.2026
nicht eingesetzt;;Maloney;;15;16.02.2026
gespielt;2.0;Maloney;6.6;14;16.02.2026
nicht eingesetzt;;Maloney;;13;16.02.2026
gespielt;1.0;Maloney;6.3;12;16.02.2026
gespielt;2.0;Maloney;6.5;11;16.02.2026
gespielt;2.0;Maloney;6.6;10;16.02.2026
gespielt;2.0;Maloney;6.5;9;16.02.2026
nicht eingesetzt;;Maloney;;8;16.02.2026
nicht eingesetzt;;Maloney;;7;16.02.2026
gespielt;3.0;Maloney;6.8;6;16.02.2026
gespielt;3.0;Maloney;6.7;5;16.02.2026
nicht eingesetzt;;Maloney;;4;16.02.2026
nicht eingesetzt;;Maloney;;3;16.02.2026
nicht eingesetzt;;Maloney;;2;16.02.2026
gespielt;1.0;Maloney;6.4;1;16.02.2026
war im Aufbautraining;;Mané;;22;16.02.2026
war verletzt;;Mané;;21;16.02.2026
gespielt;3.0;Mané;6.8;20;16.02.2026
gespielt;0.0;Mané;;19;16.02.2026
nicht eingesetzt;;Mané;;18;16.02.2026
nicht eingesetzt;;Mané;;17;16.02.2026
nicht eingesetzt;;Mané;;16;16.02.2026
nicht eingesetzt;;Mané;;15;16.02.2026
nicht eingesetzt;;Mané;;14;16.02.2026
nicht eingesetzt;;Mané;;13;16.02.2026
nicht eingesetzt;;Mané;;12;16.02.2026
nicht eingesetzt;;Mané;;11;16.02.2026
nicht eingesetzt;;Mané;;10;16.02.2026
nicht eingesetzt;;Mané;;9;16.02.2026
nicht eingesetzt;;Mané;;8;16.02.2026
nicht eingesetzt;;Mané;;7;16.02.2026
nicht eingesetzt;;Mané;;6;16.02.2026
nicht eingesetzt;;Mané;;5;16.02.2026
nicht eingesetzt;;Mané;;4;16.02.2026
gespielt;0.0;Mané;;3;16.02.2026
war Rot gesperrt;;Mané;;2;16.02.2026
gespielt;-5.0;Mané;5.9;1;16.02.2026
war Rot gesperrt;;Manzambi;;22;16.02.2026
gespielt;-7.0;Manzambi;5.6;21;16.02.2026
gespielt;3.0;Manzambi;6.7;20;16.02.2026
nicht eingesetzt;;Manzambi;;19;16.02.2026
gespielt;3.0;Manzambi;6.8;18;16.02.2026
gespielt;1.0;Manzambi;6.4;17;16.02.2026
gespielt;5.0;Manzambi;7.2;16;16.02.2026
gespielt;3.0;Manzambi;6.7;15;16.02.2026
gespielt;4.0;Manzambi;7.0;14;16.02.2026
gespielt;10.0;Manzambi;7.3;13;16.02.2026
gespielt;13.0;Manzambi;8.0;12;16.02.2026
gespielt;8.0;Manzambi;7.0;11;16.02.2026
gespielt;5.0;Manzambi;7.1;10;16.02.2026
gespielt;6.0;Manzambi;7.3;9;16.02.2026
gespielt;1.0;Manzambi;6.4;8;16.02.2026
gespielt;6.0;Manzambi;7.4;7;16.02.2026
gespielt;6.0;Manzambi;7.3;6;16.02.2026
war Rot gesperrt;;Manzambi;;5;16.02.2026
war Rot gesperrt;;Manzambi;;4;16.02.2026
gespielt;0.0;Manzambi;6.9;3;16.02.2026
gespielt;4.0;Manzambi;7.0;2;16.02.2026
gespielt;6.0;Manzambi;7.4;1;16.02.2026
nicht eingesetzt;;Markgraf;;22;16.02.2026
nicht eingesetzt;;Markgraf;;21;16.02.2026
nicht eingesetzt;;Markgraf;;20;16.02.2026
nicht eingesetzt;;Markgraf;;19;16.02.2026
nicht eingesetzt;;Markgraf;;18;16.02.2026
nicht eingesetzt;;Markgraf;;17;16.02.2026
nicht eingesetzt;;Markgraf;;16;16.02.2026
war im Aufbautraining;;Markgraf;;15;16.02.2026
war im Aufbautraining;;Markgraf;;14;16.02.2026
war im Aufbautraining;;Markgraf;;13;16.02.2026
war im Aufbautraining;;Markgraf;;12;16.02.2026
war im Aufbautraining;;Markgraf;;11;16.02.2026
war im Aufbautraining;;Markgraf;;10;16.02.2026
war im Aufbautraining;;Markgraf;;9;16.02.2026
war im Aufbautraining;;Markgraf;;8;16.02.2026
war im Aufbautraining;;Markgraf;;7;16.02.2026
war im Aufbautraining;;Markgraf;;6;16.02.2026
war im Aufbautraining;;Markgraf;;5;16.02.2026
war im Aufbautraining;;Markgraf;;4;16.02.2026
war im Aufbautraining;;Markgraf;;3;16.02.2026
war im Aufbautraining;;Markgraf;;2;16.02.2026
war im Aufbautraining;;Markgraf;;1;16.02.2026
gespielt;0.0;Martel;6.1;22;16.02.2026
gespielt;2.0;Martel;6.6;21;16.02.2026
gespielt;3.0;Martel;6.7;20;16.02.2026
gespielt;1.0;Martel;6.4;19;16.02.2026
gespielt;4.0;Martel;6.9;18;16.02.2026
war Gelb gesperrt;;Martel;;17;16.02.2026
gespielt;13.0;Martel;8.0;16;16.02.2026
gespielt;5.0;Martel;7.1;15;16.02.2026
gespielt;0.0;Martel;6.1;14;16.02.2026
gespielt;3.0;Martel;6.8;13;16.02.2026
gespielt;5.0;Martel;7.2;12;16.02.2026
gespielt;2.0;Martel;6.5;11;16.02.2026
gespielt;3.0;Martel;6.7;10;16.02.2026
gespielt;2.0;Martel;6.6;9;16.02.2026
gespielt;3.0;Martel;6.8;8;16.02.2026
gespielt;5.0;Martel;7.1;7;16.02.2026
gespielt;7.0;Martel;7.6;6;16.02.2026
gespielt;1.0;Martel;6.4;5;16.02.2026
gespielt;6.0;Martel;7.4;4;16.02.2026
gespielt;1.0;Martel;6.4;3;16.02.2026
gespielt;4.0;Martel;6.9;2;16.02.2026
gespielt;6.0;Martel;7.3;1;16.02.2026
nicht eingesetzt;;Masanka Bungi;;22;16.02.2026
nicht eingesetzt;;Masanka Bungi;;21;16.02.2026
nicht eingesetzt;;Masanka Bungi;;20;16.02.2026
nicht eingesetzt;;Masanka Bungi;;16;16.02.2026
nicht eingesetzt;;Masanka Bungi;;19;16.02.2026
nicht eingesetzt;;Masanka Bungi;;18;16.02.2026
nicht eingesetzt;;Masanka Bungi;;17;16.02.2026
nicht eingesetzt;;Masanka Bungi;;15;16.02.2026
nicht eingesetzt;;Masanka Bungi;;14;16.02.2026
nicht eingesetzt;;Masanka Bungi;;13;16.02.2026
nicht eingesetzt;;Masanka Bungi;;12;16.02.2026
nicht eingesetzt;;Masanka Bungi;;11;16.02.2026
nicht eingesetzt;;Masanka Bungi;;10;16.02.2026
nicht eingesetzt;;Masanka Bungi;;9;16.02.2026
nicht eingesetzt;;Masanka Bungi;;8;16.02.2026
nicht eingesetzt;;Masanka Bungi;;7;16.02.2026
nicht eingesetzt;;Masanka Bungi;;6;16.02.2026
nicht eingesetzt;;Masanka Bungi;;5;16.02.2026
nicht eingesetzt;;Masanka Bungi;;4;16.02.2026
nicht eingesetzt;;Masanka Bungi;;3;16.02.2026
nicht eingesetzt;;Masanka Bungi;;2;16.02.2026
nicht eingesetzt;;Masanka Bungi;;1;16.02.2026
gespielt;4.0;Massengo;6.9;22;16.02.2026
gespielt;6.0;Massengo;7.4;21;16.02.2026
gespielt;4.0;Massengo;7.0;20;16.02.2026
gespielt;12.0;Massengo;7.9;19;16.02.2026
gespielt;1.0;Massengo;6.4;18;16.02.2026
gespielt;1.0;Massengo;6.4;17;16.02.2026
gespielt;2.0;Massengo;6.6;16;16.02.2026
gespielt;3.0;Massengo;6.7;15;16.02.2026
gespielt;3.0;Massengo;6.8;14;16.02.2026
gespielt;3.0;Massengo;6.7;13;16.02.2026
gespielt;1.0;Massengo;6.3;12;16.02.2026
gespielt;4.0;Massengo;6.9;11;16.02.2026
gespielt;9.0;Massengo;7.2;10;16.02.2026
gespielt;1.0;Massengo;6.4;9;16.02.2026
gespielt;3.0;Massengo;6.7;8;16.02.2026
gespielt;3.0;Massengo;6.7;7;16.02.2026
gespielt;2.0;Massengo;6.6;6;16.02.2026
gespielt;3.0;Massengo;6.7;5;16.02.2026
gespielt;5.0;Massengo;7.1;4;16.02.2026
gespielt;6.0;Massengo;7.3;3;16.02.2026
gespielt;2.0;Massengo;6.5;2;16.02.2026
gespielt;4.0;Massengo;7.0;1;16.02.2026
gespielt;3.0;Matanović;6.8;22;16.02.2026
gespielt;6.0;Matanović;7.4;21;16.02.2026
gespielt;6.0;Matanović;7.3;20;16.02.2026
gespielt;5.0;Matanović;6.5;19;16.02.2026
gespielt;10.0;Matanović;7.5;18;16.02.2026
gespielt;0.0;Matanović;6.2;17;16.02.2026
gespielt;9.0;Matanović;7.4;16;16.02.2026
gespielt;2.0;Matanović;6.5;15;16.02.2026
gespielt;3.0;Matanović;6.7;14;16.02.2026
nicht eingesetzt;;Matanović;;13;16.02.2026
gespielt;1.0;Matanović;6.3;12;16.02.2026
gespielt;-3.0;Matanović;5.6;11;16.02.2026
gespielt;3.0;Matanović;6.7;10;16.02.2026
gespielt;3.0;Matanović;6.7;9;16.02.2026
gespielt;4.0;Matanović;6.9;8;16.02.2026
gespielt;2.0;Matanović;6.5;7;16.02.2026
gespielt;2.0;Matanović;6.5;6;16.02.2026
gespielt;3.0;Matanović;6.7;5;16.02.2026
gespielt;5.0;Matanović;7.1;4;16.02.2026
gespielt;15.0;Matanović;8.1;3;16.02.2026
war angeschlagen;;Matanović;;2;16.02.2026
war im Aufbautraining;;Matanović;;1;16.02.2026
war im Aufbautraining;;Matsima;;22;16.02.2026
war im Aufbautraining;;Matsima;;21;16.02.2026
war verletzt;;Matsima;;20;16.02.2026
war verletzt;;Matsima;;19;16.02.2026
war verletzt;;Matsima;;18;16.02.2026
war verletzt;;Matsima;;17;16.02.2026
war verletzt;;Matsima;;16;16.02.2026
war Gelb gesperrt;;Matsima;;15;16.02.2026
gespielt;5.0;Matsima;7.1;14;16.02.2026
gespielt;6.0;Matsima;7.4;13;16.02.2026
gespielt;0.0;Matsima;6.1;12;16.02.2026
gespielt;7.0;Matsima;7.6;11;16.02.2026
gespielt;3.0;Matsima;6.7;10;16.02.2026
gespielt;6.0;Matsima;7.3;9;16.02.2026
gespielt;-2.0;Matsima;5.8;8;16.02.2026
gespielt;6.0;Matsima;7.4;7;16.02.2026
gespielt;5.0;Matsima;7.2;6;16.02.2026
gespielt;2.0;Matsima;6.5;5;16.02.2026
gespielt;2.0;Matsima;6.6;4;16.02.2026
gespielt;3.0;Matsima;6.7;3;16.02.2026
gespielt;0.0;Matsima;6.2;2;16.02.2026
gespielt;12.0;Matsima;7.6;1;16.02.2026
gespielt;1.0;Maza;6.4;22;16.02.2026
war im Aufbautraining;;Maza;;21;16.02.2026
nicht eingesetzt;;Maza;;20;16.02.2026
gespielt;8.0;Maza;7.9;19;16.02.2026
gespielt;4.0;Maza;7.0;18;16.02.2026
war auf Länderspielreise;;Maza;;16;16.02.2026
war auf Länderspielreise;;Maza;;15;16.02.2026
gespielt;6.0;Maza;7.4;14;16.02.2026
gespielt;2.0;Maza;6.5;13;16.02.2026
gespielt;6.0;Maza;7.4;12;16.02.2026
gespielt;2.0;Maza;6.5;11;16.02.2026
gespielt;20.0;Maza;9.7;10;16.02.2026
gespielt;4.0;Maza;6.9;9;16.02.2026
gespielt;3.0;Maza;6.8;8;16.02.2026
gespielt;3.0;Maza;6.7;7;16.02.2026
gespielt;4.0;Maza;7.0;6;16.02.2026
nicht eingesetzt;;Maza;;5;16.02.2026
gespielt;5.0;Maza;7.1;4;16.02.2026
nicht eingesetzt;;Maza;;3;16.02.2026
gespielt;0.0;Maza;;2;16.02.2026
gespielt;1.0;Maza;6.4;1;16.02.2026
gespielt;3.0;Mbangula;6.7;22;16.02.2026
gespielt;3.0;Mbangula;6.7;21;16.02.2026
gespielt;7.0;Mbangula;7.6;20;16.02.2026
gespielt;6.0;Mbangula;7.4;16;16.02.2026
nicht eingesetzt;;Mbangula;;19;16.02.2026
gespielt;4.0;Mbangula;7.0;18;16.02.2026
gespielt;3.0;Mbangula;6.7;17;16.02.2026
war angeschlagen;;Mbangula;;15;16.02.2026
gespielt;2.0;Mbangula;6.5;14;16.02.2026
gespielt;0.0;Mbangula;;13;16.02.2026
gespielt;1.0;Mbangula;6.4;12;16.02.2026
gespielt;2.0;Mbangula;6.6;11;16.02.2026
gespielt;9.0;Mbangula;7.4;10;16.02.2026
gespielt;1.0;Mbangula;6.3;9;16.02.2026
gespielt;5.0;Mbangula;7.1;8;16.02.2026
gespielt;3.0;Mbangula;6.8;7;16.02.2026
gespielt;8.0;Mbangula;7.2;6;16.02.2026
gespielt;2.0;Mbangula;6.6;5;16.02.2026
war angeschlagen;;Mbangula;;4;16.02.2026
gespielt;12.0;Mbangula;8.2;3;16.02.2026
gespielt;5.0;Mbangula;7.2;2;16.02.2026
gespielt;-1.0;Mbangula;5.9;1;16.02.2026
nicht eingesetzt;;Meiser;;22;16.02.2026
nicht eingesetzt;;Meiser;;21;16.02.2026
nicht eingesetzt;;Meiser;;20;16.02.2026
nicht eingesetzt;;Meiser;;19;16.02.2026
nicht eingesetzt;;Meiser;;18;16.02.2026
nicht eingesetzt;;Meiser;;17;16.02.2026
nicht eingesetzt;;Meiser;;16;16.02.2026
nicht eingesetzt;;Meiser;;15;16.02.2026
nicht eingesetzt;;Meiser;;14;16.02.2026
nicht eingesetzt;;Meiser;;13;16.02.2026
nicht eingesetzt;;Meiser;;12;16.02.2026
nicht eingesetzt;;Meiser;;11;16.02.2026
nicht eingesetzt;;Meiser;;10;16.02.2026
nicht eingesetzt;;Meiser;;9;16.02.2026
nicht eingesetzt;;Meiser;;8;16.02.2026
