Spieler;Marktwert;Besitzer;TM_Stand
Belocian;1.320.000;Dominik;12.10.2025
Mets;680.000;Dominik;12.10.2025
Beck;1.370.000;Dominik;12.10.2025
Pieringer;2.620.000;Dominik;12.10.2025
Chabot;7.050.000;Dominik;12.10.2025
Bischof;4.320.000;Dominik;12.10.2025
N. Schlotterbeck;10.470.000;Dominik;12.10.2025
Kobel;2.410.000;Dominik;12.10.2025
Henrichs;1.520.000;Dominik;12.10.2025
Kimmich;17.420.000;Dominik;12.10.2025
Skov;1.420.000;Christoph;12.10.2025
Tah;8.310.000;Thomas;12.10.2025
Jeltsch;2.910.000;Computer;12.10.2025
Beier;6.450.000;Computer;12.10.2025
Jatta;310.000;Computer;12.10.2025
;;;12.10.2025
;;;12.10.2025
;;;12.10.2025
;;;12.10.2025
Vini Souza;4.920.000;Computer;13.10.2025
Højlund;1.010.000;Computer;13.10.2025
García;11.110.000;Computer;13.10.2025
Agu;2.070.000;Computer;13.10.2025
Grifo;11.090.000;Computer;13.10.2025
Querfeld;3.080.000;Alfons;13.10.2025
Nebel;8.750.000;Alfons;13.10.2025
Gulácsi;2.610.000;Alfons;13.10.2025
Kübler;2.920.000;Alfons;13.10.2025
Ginter;3.970.000;Alfons;13.10.2025
Nsoki;580.000;Alfons;13.10.2025
Kiala;470.000;Alfons;13.10.2025
Remberg;5.250.000;Alfons;13.10.2025
Martel;5.260.000;Alfons;13.10.2025
Philippe;8.230.000;Alfons;13.10.2025
Schick;14.750.000;Alfons;13.10.2025
Amoura;12.570.000;Thomas;13.10.2025
Uzun;15.690.000;Thomas;13.10.2025
Kane;29.730.000;Thomas;13.10.2025
Laimer;7.560.000;Thomas;13.10.2025
M. Eggestein;5.360.000;Thomas;13.10.2025
Oppie;2.890.000;Thomas;13.10.2025
Stage;8.400.000;Thomas;13.10.2025
Tah;8.460.000;Thomas;13.10.2025
Bauer;170.000;Andreas;13.10.2025
Meiser;170.000;Andreas;13.10.2025
Eriksen;4.330.000;Computer;13.10.2025
Ansah;7.570.000;Computer;13.10.2025
Saliakas;2.030.000;Computer;13.10.2025
Makengo;1.680.000;Computer;13.10.2025
Urbig;270.000;Computer;13.10.2025
Bebou;1.910.000;Computer;13.10.2025
Meffert;530.000;Computer;13.10.2025
Sinani;8.620.000;Alfons;13.10.2025
Asllani;14.250.000;Alfons;13.10.2025
van den Berg;1.510.000;Alfons;13.10.2025
Hübers;3.390.000;Alfons;13.10.2025
Grimaldo;12.540.000;Thomas;13.10.2025
Wahl;4.450.000;Thomas;13.10.2025
Nicolas;1.700.000;Thomas;13.10.2025
Chukwuemeka;5.050.000;Computer;13.10.2025
Meyer;170.000;Computer;13.10.2025
Adeyemi;13.550.000;Computer;13.10.2025
Jóhannesson;5.470.000;Dominik;13.10.2025
Mets;680.000;Dominik;13.10.2025
Pieringer;2.650.000;Dominik;13.10.2025
Chabot;6.990.000;Dominik;13.10.2025
N. Schlotterbeck;10.170.000;Dominik;13.10.2025
Kobel;2.280.000;Dominik;13.10.2025
Kimmich;17.890.000;Dominik;13.10.2025
Hajdari;2.120.000;Thomas;13.10.2025
Conteh;1.570.000;Christian;13.10.2025
Fischer;2.280.000;Andreas;13.10.2025
Ouédraogo;6.680.000;Dominik;13.10.2025
Belocian;1.430.000;Dominik;13.10.2025
Beck;1.280.000;Dominik;13.10.2025
Seiwald;5.620.000;Dominik;13.10.2025
Backhaus;1.570.000;Dominik;13.10.2025
Bischof;4.010.000;Dominik;13.10.2025
Topp;1.120.000;Computer;14.10.2025
Lienhart;3.040.000;Computer;14.10.2025
Doumbia;170.000;Computer;14.10.2025
Zivzivadze;2.290.000;Computer;14.10.2025
Reitz;6.280.000;Computer;14.10.2025
Gulácsi;2.480.000;Alfons;14.10.2025
Philippe;8.260.000;Alfons;14.10.2025
Sinani;8.920.000;Alfons;14.10.2025
Asllani;14.590.000;Alfons;14.10.2025
Remberg;5.250.000;Alfons;14.10.2025
Nsoki;560.000;Alfons;14.10.2025
van den Berg;1.480.000;Alfons;14.10.2025
Querfeld;3.170.000;Alfons;14.10.2025
Hübers;3.450.000;Alfons;14.10.2025
Kübler;2.950.000;Alfons;14.10.2025
Vasilj;2.870.000;Alfons;14.10.2025
Stage;8.850.000;Thomas;14.10.2025
Uzun;15.920.000;Thomas;14.10.2025
Amoura;12.990.000;Thomas;14.10.2025
Wahl;4.280.000;Thomas;14.10.2025
Nicolas;1.750.000;Thomas;14.10.2025
Jóhannesson;5.530.000;Dominik;14.10.2025
Ouédraogo;6.990.000;Dominik;14.10.2025
Belocian;1.430.000;Dominik;14.10.2025
Mets;710.000;Dominik;14.10.2025
Beck;1.250.000;Dominik;14.10.2025
Seiwald;5.660.000;Dominik;14.10.2025
Backhaus;1.590.000;Dominik;14.10.2025
Pieringer;2.560.000;Dominik;14.10.2025
Chabot;7.000.000;Dominik;14.10.2025
Bischof;4.230.000;Dominik;14.10.2025
N. Schlotterbeck;10.480.000;Dominik;14.10.2025
Kobel;2.160.000;Dominik;14.10.2025
Kimmich;16.860.000;Dominik;14.10.2025
Fischer;2.120.000;Andreas;14.10.2025
Conteh;1.500.000;Christian;14.10.2025
Hajdari;2.020.000;Thomas;14.10.2025
Vini Souza;4.910.000;Computer;14.10.2025
Højlund;1.010.000;Computer;14.10.2025
García;10.240.000;Computer;14.10.2025
Agu;1.960.000;Computer;14.10.2025
Grifo;11.250.000;Computer;14.10.2025
Nebel;9.090.000;Alfons;14.10.2025
Ginter;4.120.000;Alfons;14.10.2025
Kiala;480.000;Alfons;14.10.2025
Martel;4.950.000;Alfons;14.10.2025
Schick;14.190.000;Alfons;14.10.2025
Kane;28.690.000;Thomas;14.10.2025
Laimer;7.570.000;Thomas;14.10.2025
M. Eggestein;5.520.000;Thomas;14.10.2025
Oppie;2.950.000;Thomas;14.10.2025
Tah;8.660.000;Thomas;14.10.2025
Bauer;180.000;Andreas;14.10.2025
Eriksen;4.380.000;Computer;14.10.2025
Saliakas;2.130.000;Computer;14.10.2025
Makengo;1.600.000;Computer;14.10.2025
Urbig;260.000;Computer;14.10.2025
Meffert;530.000;Computer;14.10.2025
Ansah;7.180.000;Thomas;14.10.2025
Bebou;1.930.000;Dominik;14.10.2025
Harder;5.780.000;Computer;15.10.2025
Klaus;190.000;Computer;15.10.2025
Y. Engelhardt;4.600.000;Computer;15.10.2025
M. Wolf;1.900.000;Computer;15.10.2025
Mikelbrencis;700.000;Computer;15.10.2025
Deman;180.000;Computer;15.10.2025
Führich;4.290.000;Computer;15.10.2025
Schick;13.230.000;Alfons;15.10.2025
Kübler;2.960.000;Alfons;15.10.2025
Gulácsi;2.510.000;Alfons;15.10.2025
Vasilj;2.950.000;Alfons;15.10.2025
Nsoki;560.000;Alfons;15.10.2025
Querfeld;3.290.000;Alfons;15.10.2025
Philippe;8.410.000;Alfons;15.10.2025
van den Berg;1.470.000;Alfons;15.10.2025
Ginter;4.120.000;Alfons;15.10.2025
Nebel;9.050.000;Alfons;15.10.2025
Martel;5.020.000;Alfons;15.10.2025
Kiala;490.000;Alfons;15.10.2025
Uzun;15.950.000;Thomas;15.10.2025
Stage;8.850.000;Thomas;15.10.2025
M. Eggestein;5.740.000;Thomas;15.10.2025
Laimer;7.620.000;Thomas;15.10.2025
Kane;27.380.000;Thomas;15.10.2025
Oppie;3.190.000;Thomas;15.10.2025
Bebou;2.170.000;Dominik;15.10.2025
Ansah;6.750.000;Thomas;15.10.2025
Topp;1.070.000;Computer;15.10.2025
Lienhart;3.010.000;Computer;15.10.2025
Doumbia;170.000;Computer;15.10.2025
Zivzivadze;2.290.000;Computer;15.10.2025
Reitz;6.360.000;Computer;15.10.2025
Sinani;8.780.000;Alfons;15.10.2025
Asllani;14.940.000;Alfons;15.10.2025
Remberg;5.350.000;Alfons;15.10.2025
Hübers;3.500.000;Alfons;15.10.2025
Amoura;12.820.000;Thomas;15.10.2025
Wahl;4.210.000;Thomas;15.10.2025
Nicolas;1.780.000;Thomas;15.10.2025
Jóhannesson;5.630.000;Dominik;15.10.2025
Ouédraogo;7.310.000;Dominik;15.10.2025
Belocian;1.530.000;Dominik;15.10.2025
Mets;710.000;Dominik;15.10.2025
Beck;1.190.000;Dominik;15.10.2025
Seiwald;5.620.000;Dominik;15.10.2025
Backhaus;1.570.000;Dominik;15.10.2025
Pieringer;2.590.000;Dominik;15.10.2025
Chabot;7.120.000;Dominik;15.10.2025
Bischof;4.190.000;Dominik;15.10.2025
N. Schlotterbeck;10.550.000;Dominik;15.10.2025
Kobel;2.350.000;Dominik;15.10.2025
Kimmich;17.000.000;Dominik;15.10.2025
Fischer;2.270.000;Andreas;15.10.2025
Conteh;1.430.000;Christian;15.10.2025
Hajdari;2.050.000;Thomas;15.10.2025
Vini Souza;4.960.000;Computer;15.10.2025
García;10.260.000;Computer;15.10.2025
Agu;1.870.000;Computer;15.10.2025
Saliakas;2.060.000;Christoph;15.10.2025
Højlund;960.000;Thomas;15.10.2025
Grifo;11.380.000;Alfons;15.10.2025
Bellingham;4.670.000;Computer;16.10.2025
Schmied;2.660.000;Computer;16.10.2025
Hanche-Olsen;1.830.000;Computer;16.10.2025
Paredes;250.000;Computer;16.10.2025
Heintz;1.390.000;Computer;16.10.2025
Kübler;2.700.000;Alfons;16.10.2025
Kane;25.590.000;Thomas;16.10.2025
Stage;8.550.000;Thomas;16.10.2025
Hajdari;2.130.000;Thomas;16.10.2025
Amoura;12.680.000;Thomas;16.10.2025
Nicolas;1.660.000;Thomas;16.10.2025
Wahl;4.020.000;Thomas;16.10.2025
Gulácsi;2.580.000;Alfons;16.10.2025
Ginter;4.100.000;Alfons;16.10.2025
Nsoki;530.000;Alfons;16.10.2025
van den Berg;1.420.000;Alfons;16.10.2025
Philippe;8.500.000;Alfons;16.10.2025
Querfeld;3.070.000;Alfons;16.10.2025
Sinani;8.250.000;Alfons;16.10.2025
Asllani;15.910.000;Alfons;16.10.2025
Remberg;5.300.000;Alfons;16.10.2025
Grifo;10.830.000;Alfons;16.10.2025
Hübers;3.300.000;Alfons;16.10.2025
Jóhannesson;5.360.000;Dominik;16.10.2025
Ouédraogo;7.480.000;Dominik;16.10.2025
Belocian;1.530.000;Dominik;16.10.2025
Mets;680.000;Dominik;16.10.2025
Beck;1.100.000;Dominik;16.10.2025
Seiwald;5.830.000;Dominik;16.10.2025
Backhaus;1.470.000;Dominik;16.10.2025
Pieringer;2.340.000;Dominik;16.10.2025
Chabot;6.880.000;Dominik;16.10.2025
Bischof;4.080.000;Dominik;16.10.2025
N. Schlotterbeck;10.130.000;Dominik;16.10.2025
Bebou;2.200.000;Dominik;16.10.2025
Kobel;2.260.000;Dominik;16.10.2025
Kimmich;15.310.000;Dominik;16.10.2025
Fischer;2.240.000;Andreas;16.10.2025
Saliakas;2.090.000;Christoph;16.10.2025
Højlund;950.000;Thomas;16.10.2025
Harder;5.440.000;Computer;16.10.2025
Klaus;180.000;Computer;16.10.2025
Y. Engelhardt;4.510.000;Computer;16.10.2025
M. Wolf;1.860.000;Computer;16.10.2025
Mikelbrencis;690.000;Computer;16.10.2025
Deman;170.000;Computer;16.10.2025
Führich;4.100.000;Computer;16.10.2025
Schick;11.950.000;Alfons;16.10.2025
Vasilj;2.830.000;Alfons;16.10.2025
Nebel;9.100.000;Alfons;16.10.2025
Martel;4.780.000;Alfons;16.10.2025
Kiala;490.000;Alfons;16.10.2025
Uzun;16.030.000;Thomas;16.10.2025
M. Eggestein;5.380.000;Thomas;16.10.2025
Laimer;7.130.000;Thomas;16.10.2025
Oppie;3.070.000;Thomas;16.10.2025
Ansah;6.820.000;Thomas;16.10.2025
Topp;1.000.000;Computer;16.10.2025
Lienhart;2.970.000;Computer;16.10.2025
Doumbia;160.000;Computer;16.10.2025
Terrier;2.780.000;Andreas;16.10.2025
Svanberg;3.030.000;Andreas;16.10.2025
Reitz;5.970.000;Andreas;16.10.2025
Diomande;5.990.000;Computer;17.10.2025
Pyrka;1.400.000;Computer;17.10.2025
Petersson;160.000;Computer;17.10.2025
Damar;4.120.000;Computer;17.10.2025
Ache;2.970.000;Computer;17.10.2025
Stenzel;170.000;Computer;17.10.2025
Vasilj;3.130.000;Alfons;17.10.2025
Kübler;2.620.000;Alfons;17.10.2025
Ginter;3.970.000;Alfons;17.10.2025
Querfeld;3.160.000;Alfons;17.10.2025
van den Berg;1.350.000;Alfons;17.10.2025
Nsoki;510.000;Alfons;17.10.2025
Kiala;480.000;Alfons;17.10.2025
Remberg;5.240.000;Alfons;17.10.2025
Martel;4.760.000;Alfons;17.10.2025
Nebel;8.720.000;Alfons;17.10.2025
Sinani;7.500.000;Alfons;17.10.2025
Philippe;8.010.000;Alfons;17.10.2025
Zivzivadze;2.090.000;Alfons;17.10.2025
Kane;27.280.000;Thomas;17.10.2025
Oppie;2.990.000;Thomas;17.10.2025
Ansah;6.790.000;Thomas;17.10.2025
Uzun;15.790.000;Thomas;17.10.2025
Laimer;7.040.000;Thomas;17.10.2025
M. Eggestein;5.240.000;Thomas;17.10.2025
Jóhannesson;4.950.000;Dominik;17.10.2025
Ouédraogo;7.110.000;Dominik;17.10.2025
Belocian;1.490.000;Dominik;17.10.2025
Mets;710.000;Dominik;17.10.2025
Beck;1.020.000;Dominik;17.10.2025
Seiwald;5.950.000;Dominik;17.10.2025
Backhaus;1.470.000;Dominik;17.10.2025
Pieringer;2.140.000;Dominik;17.10.2025
Chabot;6.950.000;Dominik;17.10.2025
Bischof;3.750.000;Dominik;17.10.2025
N. Schlotterbeck;9.090.000;Dominik;17.10.2025
Bebou;2.250.000;Dominik;17.10.2025
Kobel;2.280.000;Dominik;17.10.2025
Kimmich;15.230.000;Dominik;17.10.2025
Terrier;2.730.000;Andreas;17.10.2025
Svanberg;2.960.000;Andreas;17.10.2025
Reitz;5.780.000;Andreas;17.10.2025
Bellingham;4.500.000;Computer;17.10.2025
Schmied;2.460.000;Computer;17.10.2025
Hanche-Olsen;1.860.000;Computer;17.10.2025
Paredes;250.000;Computer;17.10.2025
Heintz;1.390.000;Computer;17.10.2025
Stage;8.760.000;Thomas;17.10.2025
Hajdari;2.080.000;Thomas;17.10.2025
Amoura;12.930.000;Thomas;17.10.2025
Nicolas;1.620.000;Thomas;17.10.2025
Wahl;3.880.000;Thomas;17.10.2025
Asllani;15.250.000;Alfons;17.10.2025
Grifo;10.000.000;Alfons;17.10.2025
Hübers;3.100.000;Alfons;17.10.2025
Fischer;2.070.000;Andreas;17.10.2025
Saliakas;2.060.000;Christoph;17.10.2025
Højlund;960.000;Thomas;17.10.2025
Harder;5.140.000;Computer;17.10.2025
Klaus;170.000;Computer;17.10.2025
Mikelbrencis;650.000;Computer;17.10.2025
Deman;180.000;Computer;17.10.2025
B. Touré;4.270.000;Christoph;17.10.2025
Ilić;4.350.000;Christoph;17.10.2025
Nusa;8.310.000;Christoph;17.10.2025
Lukeba;4.710.000;Christoph;17.10.2025
Scherhant;3.830.000;Christoph;17.10.2025
Atubolu;2.970.000;Christoph;17.10.2025
Mainka;4.670.000;Christoph;17.10.2025
Baumgartner;8.920.000;Christoph;17.10.2025
Upamecano;7.060.000;Christoph;17.10.2025
F. Müller;220.000;Christoph;17.10.2025
Amiri;10.400.000;Christoph;17.10.2025
Kohr;3.260.000;Christoph;17.10.2025
;;;18.10.2025
Jeltsch;2.540.000;Computer;18.10.2025
Rieß;1.180.000;Computer;18.10.2025
Nübel;2.660.000;Computer;18.10.2025
Ćatović;180.000;Computer;18.10.2025
Boey;3.320.000;Computer;18.10.2025
Y. Engelhardt;4.510.000;Dominik;18.10.2025
Bischof;3.630.000;Dominik;18.10.2025
Führich;4.340.000;Dominik;18.10.2025
M. Wolf;1.840.000;Dominik;18.10.2025
Zivzivadze;2.140.000;Alfons;18.10.2025
Sinani;6.890.000;Alfons;18.10.2025
Asllani;15.410.000;Alfons;18.10.2025
Nebel;9.220.000;Alfons;18.10.2025
Martel;4.740.000;Alfons;18.10.2025
Remberg;5.080.000;Alfons;18.10.2025
Grifo;10.060.000;Alfons;18.10.2025
Hübers;3.320.000;Alfons;18.10.2025
Ginter;4.170.000;Alfons;18.10.2025
Vasilj;3.010.000;Alfons;18.10.2025
B. Touré;4.300.000;Christoph;18.10.2025
Ilić;4.170.000;Christoph;18.10.2025
Nusa;8.310.000;Christoph;18.10.2025
Saliakas;2.150.000;Christoph;18.10.2025
Lukeba;4.780.000;Christoph;18.10.2025
Scherhant;3.840.000;Christoph;18.10.2025
Atubolu;2.990.000;Christoph;18.10.2025
Mainka;4.610.000;Christoph;18.10.2025
Baumgartner;8.940.000;Christoph;18.10.2025
Upamecano;7.110.000;Christoph;18.10.2025
F. Müller;230.000;Christoph;18.10.2025
Amiri;10.530.000;Christoph;18.10.2025
Kohr;3.550.000;Christoph;18.10.2025
Diomande;6.030.000;Computer;18.10.2025
Pyrka;1.400.000;Computer;18.10.2025
Petersson;160.000;Computer;18.10.2025
Damar;4.260.000;Computer;18.10.2025
Ache;3.110.000;Computer;18.10.2025
Stenzel;170.000;Computer;18.10.2025
Querfeld;3.080.000;Alfons;18.10.2025
van den Berg;1.360.000;Alfons;18.10.2025
Kiala;460.000;Alfons;18.10.2025
Philippe;7.930.000;Alfons;18.10.2025
Kane;26.080.000;Thomas;18.10.2025
Oppie;2.950.000;Thomas;18.10.2025
Ansah;6.790.000;Thomas;18.10.2025
Uzun;15.660.000;Thomas;18.10.2025
Laimer;7.110.000;Thomas;18.10.2025
M. Eggestein;5.260.000;Thomas;18.10.2025
Reitz;5.940.000;Andreas;18.10.2025
Bellingham;4.620.000;Computer;18.10.2025
Schmied;2.450.000;Computer;18.10.2025
Paredes;250.000;Computer;18.10.2025
Heintz;1.350.000;Computer;18.10.2025
;;;18.10.2025
;;;18.10.2025
Zentner;1.750.000;Nico;18.10.2025
Wahl;3.830.000;Thomas;18.10.2025
Amoura;12.620.000;Thomas;18.10.2025
Højlund;960.000;Thomas;18.10.2025
Stage;8.840.000;Thomas;18.10.2025
Hajdari;2.080.000;Thomas;18.10.2025
Nicolas;1.540.000;Thomas;18.10.2025
;;;18.10.2025
;;;18.10.2025
;;;18.10.2025
;;;18.10.2025
;;;18.10.2025
;;;18.10.2025
Mikelbrencis;690.000;Alfons;18.10.2025
Hanche-Olsen;1.840.000;Alfons;18.10.2025
Jóhannesson;4.680.000;Dominik;19.10.2025
Belocian;1.400.000;Dominik;19.10.2025
Mets;710.000;Dominik;19.10.2025
Beck;1.240.000;Dominik;19.10.2025
Seiwald;6.150.000;Dominik;19.10.2025
Y. Engelhardt;4.500.000;Dominik;19.10.2025
Pieringer;2.540.000;Dominik;19.10.2025
Chabot;6.930.000;Dominik;19.10.2025
Bischof;3.640.000;Dominik;19.10.2025
N. Schlotterbeck;9.360.000;Dominik;19.10.2025
Bebou;2.220.000;Dominik;19.10.2025
Kobel;2.360.000;Dominik;19.10.2025
Kimmich;16.110.000;Dominik;19.10.2025
Kujović;310.000;Computer;19.10.2025
Burcu;450.000;Computer;19.10.2025
Sano;5.370.000;Computer;19.10.2025
Kauã Santos;1.510.000;Computer;19.10.2025
Weiser;510.000;Computer;19.10.2025
Sorg;200.000;Computer;19.10.2025
Doan;12.010.000;Computer;19.10.2025
Zivzivadze;2.180.000;Alfons;19.10.2025
Philippe;7.920.000;Alfons;19.10.2025
Sinani;6.870.000;Alfons;19.10.2025
Mikelbrencis;690.000;Alfons;19.10.2025
Hanche-Olsen;1.760.000;Alfons;19.10.2025
Querfeld;3.040.000;Alfons;19.10.2025
Ginter;4.260.000;Alfons;19.10.2025
Vasilj;3.160.000;Alfons;19.10.2025
Oppie;3.010.000;Thomas;19.10.2025
Ansah;6.500.000;Thomas;19.10.2025
Uzun;15.630.000;Thomas;19.10.2025
Laimer;7.080.000;Thomas;19.10.2025
Kane;26.700.000;Thomas;19.10.2025
M. Eggestein;5.240.000;Thomas;19.10.2025
Zentner;1.860.000;Nico;19.10.2025
Wahl;3.500.000;Thomas;19.10.2025
Amoura;11.540.000;Thomas;19.10.2025
Højlund;930.000;Thomas;19.10.2025
Stage;9.010.000;Thomas;19.10.2025
Hajdari;2.120.000;Thomas;19.10.2025
Nicolas;1.510.000;Thomas;19.10.2025
Jeltsch;2.690.000;Computer;19.10.2025
Rieß;1.150.000;Computer;19.10.2025
Nübel;2.720.000;Computer;19.10.2025
Ćatović;170.000;Computer;19.10.2025
Boey;3.160.000;Computer;19.10.2025
Nebel;8.880.000;Alfons;19.10.2025
Martel;4.830.000;Alfons;19.10.2025
Remberg;4.770.000;Alfons;19.10.2025
Grifo;10.170.000;Alfons;19.10.2025
Hübers;3.320.000;Alfons;19.10.2025
B. Touré;4.040.000;Christoph;19.10.2025
Ilić;3.780.000;Christoph;19.10.2025
Nusa;8.550.000;Christoph;19.10.2025
Saliakas;2.130.000;Christoph;19.10.2025
Lukeba;4.830.000;Christoph;19.10.2025
Scherhant;3.870.000;Christoph;19.10.2025
Atubolu;3.030.000;Christoph;19.10.2025
Mainka;4.760.000;Christoph;19.10.2025
Baumgartner;9.900.000;Christoph;19.10.2025
Upamecano;6.890.000;Christoph;19.10.2025
F. Müller;230.000;Christoph;19.10.2025
Amiri;11.020.000;Christoph;19.10.2025
Kohr;3.540.000;Christoph;19.10.2025
Diomande;6.020.000;Computer;19.10.2025
Petersson;160.000;Computer;19.10.2025
Stenzel;190.000;Computer;19.10.2025
Reitz;5.960.000;Andreas;19.10.2025
Damar;4.300.000;Christoph;19.10.2025
Kerber;1.040.000;Computer;20.10.2025
Demirović;5.810.000;Computer;20.10.2025
Götze;1.560.000;Computer;20.10.2025
Kofane;8.860.000;Computer;20.10.2025
Ache;2.910.000;Alfons;20.10.2025
Asllani;13.740.000;Alfons;20.10.2025
Nebel;8.410.000;Alfons;20.10.2025
Remberg;4.930.000;Alfons;20.10.2025
Martel;4.950.000;Alfons;20.10.2025
Grifo;10.600.000;Alfons;20.10.2025
Mikelbrencis;740.000;Alfons;20.10.2025
Pyrka;1.380.000;Alfons;20.10.2025
Hübers;3.420.000;Alfons;20.10.2025
Hajdari;2.240.000;Thomas;20.10.2025
Oppie;3.100.000;Thomas;20.10.2025
Højlund;890.000;Thomas;20.10.2025
Kane;26.710.000;Thomas;20.10.2025
Stage;9.270.000;Thomas;20.10.2025
M. Eggestein;5.060.000;Thomas;20.10.2025
Zentner;1.910.000;Nico;20.10.2025
Damar;4.130.000;Christoph;20.10.2025
Jóhannesson;4.790.000;Dominik;20.10.2025
Belocian;1.370.000;Dominik;20.10.2025
Mets;720.000;Dominik;20.10.2025
Beck;1.490.000;Dominik;20.10.2025
Seiwald;6.170.000;Dominik;20.10.2025
Y. Engelhardt;4.670.000;Dominik;20.10.2025
Pieringer;2.700.000;Dominik;20.10.2025
Chabot;7.010.000;Dominik;20.10.2025
Bischof;3.590.000;Dominik;20.10.2025
N. Schlotterbeck;9.900.000;Dominik;20.10.2025
Bebou;2.170.000;Dominik;20.10.2025
Kobel;2.380.000;Dominik;20.10.2025
Kimmich;16.260.000;Dominik;20.10.2025
Kujović;300.000;Computer;20.10.2025
Burcu;430.000;Computer;20.10.2025
Sano;5.520.000;Computer;20.10.2025
Kauã Santos;1.400.000;Computer;20.10.2025
Weiser;480.000;Computer;20.10.2025
Sorg;190.000;Computer;20.10.2025
Doan;12.050.000;Computer;20.10.2025
Zivzivadze;2.290.000;Alfons;20.10.2025
Philippe;7.210.000;Alfons;20.10.2025
Sinani;6.910.000;Alfons;20.10.2025
Hanche-Olsen;1.730.000;Alfons;20.10.2025
Querfeld;3.180.000;Alfons;20.10.2025
Ginter;4.370.000;Alfons;20.10.2025
Vasilj;3.130.000;Alfons;20.10.2025
Ansah;7.430.000;Thomas;20.10.2025
Uzun;15.680.000;Thomas;20.10.2025
Laimer;7.080.000;Thomas;20.10.2025
Wahl;3.360.000;Thomas;20.10.2025
Amoura;11.460.000;Thomas;20.10.2025
Nicolas;1.510.000;Thomas;20.10.2025
Jeltsch;2.640.000;Computer;20.10.2025
Rieß;1.060.000;Computer;20.10.2025
Ćatović;170.000;Computer;20.10.2025
Boey;3.310.000;Computer;20.10.2025
Nübel;2.720.000;Thomas;20.10.2025
Stenzel;190.000;Thomas;20.10.2025
Luis Díaz;21.120.000;Computer;21.10.2025
Kabar;180.000;Computer;21.10.2025
Deman;170.000;Computer;21.10.2025
Schäfer;1.100.000;Computer;21.10.2025
A. Jung;690.000;Computer;21.10.2025
Schimmer;1.070.000;Computer;21.10.2025
Nebel;7.850.000;Alfons;21.10.2025
Jóhannesson;4.540.000;Dominik;21.10.2025
Belocian;1.260.000;Dominik;21.10.2025
Mets;710.000;Dominik;21.10.2025
Beck;1.570.000;Dominik;21.10.2025
Seiwald;6.230.000;Dominik;21.10.2025
Y. Engelhardt;4.490.000;Dominik;21.10.2025
Pieringer;2.800.000;Dominik;21.10.2025
Chabot;7.080.000;Dominik;21.10.2025
Bischof;3.540.000;Dominik;21.10.2025
N. Schlotterbeck;9.900.000;Dominik;21.10.2025
Bebou;2.160.000;Dominik;21.10.2025
Kobel;2.550.000;Dominik;21.10.2025
Kimmich;17.090.000;Dominik;21.10.2025
Vasilj;3.130.000;Alfons;21.10.2025
Ginter;4.110.000;Alfons;21.10.2025
Querfeld;3.110.000;Alfons;21.10.2025
Pyrka;1.350.000;Alfons;21.10.2025
Mikelbrencis;740.000;Alfons;21.10.2025
Sinani;6.150.000;Alfons;21.10.2025
Philippe;7.130.000;Alfons;21.10.2025
Zivzivadze;2.240.000;Alfons;21.10.2025
Wahl;3.190.000;Thomas;21.10.2025
Amoura;10.330.000;Thomas;21.10.2025
Ansah;7.430.000;Thomas;21.10.2025
Uzun;14.880.000;Thomas;21.10.2025
Laimer;6.740.000;Thomas;21.10.2025
Nübel;2.770.000;Thomas;21.10.2025
Stenzel;190.000;Thomas;21.10.2025
Kerber;960.000;Computer;21.10.2025
Demirović;5.570.000;Computer;21.10.2025
Götze;1.530.000;Computer;21.10.2025
Kofane;9.000.000;Computer;21.10.2025
Ache;2.740.000;Alfons;21.10.2025
Asllani;12.420.000;Alfons;21.10.2025
Remberg;4.690.000;Alfons;21.10.2025
Martel;5.050.000;Alfons;21.10.2025
Grifo;10.910.000;Alfons;21.10.2025
Hübers;3.490.000;Alfons;21.10.2025
Hajdari;2.350.000;Thomas;21.10.2025
Oppie;3.060.000;Thomas;21.10.2025
Højlund;850.000;Thomas;21.10.2025
Kane;27.240.000;Thomas;21.10.2025
Stage;9.570.000;Thomas;21.10.2025
M. Eggestein;4.820.000;Thomas;21.10.2025
Zentner;2.060.000;Nico;21.10.2025
Damar;3.770.000;Christoph;21.10.2025
Kujović;290.000;Computer;21.10.2025
Burcu;420.000;Computer;21.10.2025
Kauã Santos;1.360.000;Computer;21.10.2025
Weiser;460.000;Computer;21.10.2025
Sorg;200.000;Computer;21.10.2025
;;;21.10.2025
;;;21.10.2025
;;;21.10.2025
;;;21.10.2025
;;;21.10.2025
;;;21.10.2025
;;;21.10.2025
;;;21.10.2025
;;;21.10.2025
;;;22.10.2025
Hellstern;160.000;Computer;22.10.2025
Sands;2.480.000;Computer;22.10.2025
Siljević;160.000;Computer;22.10.2025
Njinmah;3.780.000;Computer;22.10.2025
Reyna;2.480.000;Computer;22.10.2025
Gnabry;14.350.000;Computer;22.10.2025
Nartey;1.250.000;Computer;22.10.2025
Hübers;3.540.000;Alfons;22.10.2025
Querfeld;3.020.000;Alfons;22.10.2025
Pyrka;1.390.000;Alfons;22.10.2025
Mikelbrencis;780.000;Alfons;22.10.2025
Grifo;11.330.000;Alfons;22.10.2025
Sano;5.790.000;Alfons;22.10.2025
Martel;4.880.000;Alfons;22.10.2025
Remberg;4.640.000;Alfons;22.10.2025
Asllani;11.960.000;Alfons;22.10.2025
Amoura;10.340.000;Thomas;22.10.2025
