Datum,Marktwert
2006-04-24,762594779
2006-04-25,767357000
2006-04-26,767314500
2006-04-27,783578500
2006-04-28,787497000
2006-04-29,789573000
2006-04-30,795476500
2006-05-01,796959375
2006-05-02,802444500
2006-05-03,807435225
2006-05-04,804537500
2006-05-05,809448000
2006-05-06,830636075
2006-05-07,830707500
2006-05-08,833773000
2006-05-09,840811000
2006-05-10,861241200
2006-05-11,884793400
2006-05-12,903940685
2006-05-13,928092762
2006-05-14,926043500
2006-05-15,806893525
2006-05-16,812487000
2006-05-17,830779000
2006-05-18,821596000
2006-05-19,825131500
2006-05-20,851033500
2006-05-21,863115550
2006-05-22,894656000
2006-05-23,954520225
2006-05-24,960226850
2006-05-25,954370500
2006-05-26,950651000
2006-05-27,962966500
2006-05-28,950381000
2006-05-29,957553925
2006-05-30,951046000
2006-05-31,947156500
2006-06-01,939072000
2006-06-02,967071200
2006-06-03,967071200
2006-06-04,965619000
2006-06-05,956284000
2006-06-06,948652500
2006-06-07,939016875
2006-06-08,937525000
2006-06-09,924021000
2006-06-10,919276500
2006-06-11,900948150
2006-06-12,904406500
2006-06-13,885892500
2006-06-14,894499500
2006-06-15,875891150
2006-06-16,872013500
2006-06-17,864615500
2006-06-18,860277000
2006-06-19,836327500
2006-06-20,825498500
2006-06-21,814106000
2006-06-22,798611500
2006-06-23,800804000
2006-06-24,789155500
2006-06-25,772433500
2006-06-26,763962500
2006-06-27,749794500
2006-06-28,747046500
2006-06-29,724892750
2006-06-30,747940000
2006-07-01,757085000
2006-07-02,757393450
2006-07-03,760289500
2006-07-04,760625500
2006-07-05,762805000
2006-07-06,759980000
2006-07-07,751261000
2006-07-08,758368500
2006-07-09,751657500
2006-07-10,754787500
2006-07-11,746039500
2006-07-12,748005500
2006-07-13,742289000
2006-07-14,743366225
2006-07-15,740304000
2006-07-16,725736500
2006-07-17,728557500
2006-07-18,719440500
2006-07-19,717917500
2006-07-20,715233500
2006-07-21,713236000
2006-07-22,708087500
2006-07-23,702651500
2006-07-24,704051000
2006-07-25,694888200
2006-07-26,686450500
2006-07-27,686819000
2006-07-28,676971500
2006-07-29,676479500
2006-07-30,669707500
2006-07-31,668109000
2006-08-01,663790500
2006-08-02,660506000
2006-08-03,657471500
2006-08-04,655833700
2006-08-05,649827000
2006-08-06,647303500
2006-08-07,632038000
2006-08-08,634534000
2006-08-09,625182500
2006-08-10,624998000
2006-08-11,630053500
2006-08-12,617757500
2006-08-13,619608500
2006-08-14,612725000
2006-08-15,610507500
2006-08-16,611067000
2006-08-17,606538500
2006-08-18,600731000
2006-08-19,595174000
2006-08-20,590856500
2006-08-21,578746000
