Datum,Marktwert
2022-04-15,1111250000
2022-04-16,1090310000
2022-04-17,1092570000
2022-04-18,1102610000
2022-04-19,1090180000
2022-04-20,1097590000
2022-04-21,1085060000
2022-04-22,1091590000
2022-04-23,1072560000
2022-04-24,1074840000
2022-04-25,1065920000
2022-04-26,1076550000
2022-04-27,1070760000
2022-04-28,1072500000
2022-04-29,1062500000
2022-04-30,1056110000
2022-05-01,1061440000
2022-05-02,1034000000
2022-05-03,1036540000
2022-05-04,1023820000
2022-05-05,1025430000
2022-05-06,1014700000
2022-05-07,1014800000
2022-05-08,988130000
2022-05-09,996730000
2022-05-10,994490000
2022-05-11,1000690000
2022-05-12,1001370000
2022-05-13,991310000
2022-05-14,1016200000
2022-05-15,859150000
2022-05-16,788680000
2022-05-17,748560000
2022-05-18,713930000
2022-05-19,692100000
2022-05-20,672580000
2022-05-21,668400000
2022-05-22,660140000
2022-05-23,658460000
2022-05-24,662800000
2022-05-25,780120000
2022-05-26,878590000
2022-05-27,943000000
2022-05-28,1021200000
2022-05-29,1070920000
2022-05-30,1151600000
2022-05-31,1155900000
2022-06-01,1231820000
2022-06-02,1217970000
2022-06-03,1294270000
2022-06-04,1332840000
2022-06-05,1382190000
2022-06-06,1370850000
2022-06-07,1423270000
2022-06-08,1435030000
2022-06-09,1465180000
2022-06-10,1449310000
2022-06-11,1505840000
2022-06-12,1485640000
2022-06-13,1531570000
2022-06-14,1536080000
2022-06-15,1548070000
2022-06-16,1520260000
2022-06-17,1566280000
2022-06-18,1543090000
2022-06-19,1580940000
2022-06-20,1559510000
2022-06-21,1589660000
2022-06-22,1578480000
2022-06-23,1643910000
2022-06-24,1617630000
2022-06-25,1663160000
2022-06-26,1627900000
2022-06-27,1662050000
2022-06-28,1655890000
2022-06-29,1695980000
2022-06-30,1669860000
2022-07-01,1720110000
2022-07-02,1714720000
2022-07-03,1747470000
2022-07-04,1736260000
2022-07-05,1788410000
2022-07-06,1784660000
2022-07-07,1823010000
2022-07-08,1801170000
2022-07-09,1822290000
2022-07-10,1796690000
2022-07-11,1816950000
2022-07-12,1772850000
2022-07-13,1805250000
2022-07-14,1775080000
2022-07-15,1792440000
2022-07-16,1769780000
2022-07-17,1792980000
2022-07-18,1760260000
2022-07-19,1767540000
2022-07-20,1758230000
2022-07-21,1775460000
2022-07-22,1752720000
2022-07-23,1774010000
2022-07-24,1746080000
2022-07-25,1761420000
2022-07-26,1741860000
2022-07-27,1756900000
2022-07-28,1736410000
2022-07-29,1745560000
2022-07-30,1724470000
2022-07-31,1740930000
2022-08-01,1750570000
2022-08-02,1738360000
2022-08-03,1754110000
2022-08-04,1742740000
2022-08-05,1766000000
2022-08-06,1751420000
2022-08-07,1769720000
2022-08-08,1757600000
2022-08-09,1768280000
2022-08-10,1777490000
2022-08-11,1751890000
2022-08-12,1764200000
2022-08-13,1746990000
2022-08-14,1761580000
2022-08-15,1751760000
2022-08-16,1766080000
2022-08-17,1756200000
2022-08-18,1760990000
2022-08-19,1741170000
2022-08-20,1752530000
2022-08-21,1741530000
2022-08-22,1760230000
2022-08-23,1750110000
2022-08-24,1769550000
2022-08-25,1754760000
2022-08-26,1764400000
2022-08-27,1749110000
2022-08-28,1760660000
2022-08-29,1748100000
2022-08-30,1757090000
2022-08-31,1757860000
