Datum,Marktwert
2004-10-28,807962000
2004-10-29,824657500
2004-10-30,832482500
2004-10-31,827685500
2004-11-01,832356500
2004-11-02,838623500
2004-11-03,842362475
2004-11-04,841869500
2004-11-05,847739000
2004-11-06,856056500
2004-11-07,851828000
2004-11-08,854013500
2004-11-09,854503800
2004-11-10,862692500
2004-11-11,869067500
2004-11-12,873763000
2004-11-13,879033600
2004-11-14,871477000
2004-11-15,867185500
2004-11-16,872892000
2004-11-17,883014000
2004-11-18,884308500
2004-11-19,888511500
2004-11-20,888754475
2004-11-21,880689400
2004-11-22,884479000
2004-11-23,890428000
2004-11-24,896940900
2004-11-25,899193500
2004-11-26,902707000
2004-11-27,908793500
2004-11-28,902741500
2004-11-29,895567500
2004-11-30,908196000
2004-12-01,905390500
2004-12-02,911472000
2004-12-03,925015000
2004-12-04,923762000
2004-12-05,913507500
2004-12-06,919398000
2004-12-07,923173500
2004-12-08,923913300
2004-12-09,923016500
2004-12-10,920603000
2004-12-11,911400175
2004-12-12,907912000
2004-12-13,911452000
2004-12-14,912095000
2004-12-15,912477500
2004-12-16,909417000
2004-12-17,912002500
2004-12-18,913515000
2004-12-19,910920500
2004-12-20,894055000
2004-12-21,900452000
2004-12-22,897289000
2004-12-23,895573000
2004-12-24,886642000
2004-12-25,886081000
2004-12-26,876221000
2004-12-27,871354000
2004-12-28,863950000
2004-12-29,865656000
2004-12-30,859933500
2004-12-31,853067000
2005-01-01,849431500
2005-01-02,843818500
2005-01-03,845214500
2005-01-04,838674000
2005-01-05,838895500
2005-01-06,833037000
2005-01-07,828957500
2005-01-08,830020500
2005-01-09,824741500
2005-01-10,817110000
2005-01-11,820780000
2005-01-12,820349500
2005-01-13,816724000
2005-01-14,818128000
2005-01-15,814548000
2005-01-16,815594000
2005-01-17,809530500
2005-01-18,804330000
2005-01-19,800371000
2005-01-20,803881500
2005-01-21,802229500
2005-01-22,801514000
2005-01-23,804814000
2005-01-24,800579500
2005-01-25,799384500
2005-01-26,801910000
2005-01-27,804172000
2005-01-28,809358500
2005-01-29,805480000
2005-01-30,803244000
2005-01-31,803835500
2005-02-01,807444000
2005-02-02,813329000
2005-02-03,820520000
2005-02-04,817665500
2005-02-05,819752000
2005-02-06,807891500
2005-02-07,801887000
2005-02-08,801862500
2005-02-09,802558000
2005-02-10,802530500
2005-02-11,804246500
2005-02-12,805085000
2005-02-13,803083500
2005-02-14,804937500
2005-02-15,803751500
2005-02-16,806328500
2005-02-17,816689000
2005-02-18,815944500
2005-02-19,818835000
2005-02-20,813004000
2005-02-21,807309000
2005-02-22,809011500
2005-02-23,813798500
2005-02-24,818259000
2005-02-25,829012500
2005-02-26,826656000
2005-02-27,822519000
2005-02-28,822114500
2005-03-01,824950500
2005-03-02,833577500
2005-03-03,836280000
2005-03-04,842823000
2005-03-05,841293000
2005-03-06,836678000
2005-03-07,833099500
2005-03-08,836375000
2005-03-09,838815000
2005-03-10,840051000
2005-03-11,848051000
2005-03-12,844340500
2005-03-13,846851300
2005-03-14,845485000
2005-03-15,844439500
2005-03-16,849643000
2005-03-17,848212000
2005-03-18,860053000
2005-03-19,862170000
2005-03-20,853016500
2005-03-21,848449000
2005-03-22,846321500
2005-03-23,848841000
2005-03-24,852837000
2005-03-25,851840775
2005-03-26,854058500
2005-03-27,848289500
2005-03-28,845718500
2005-03-29,840751000
2005-03-30,833170000
2005-03-31,825145000
2005-04-01,826657500
2005-04-02,826687500
2005-04-03,819827500
2005-04-04,812859500
2005-04-05,814346500
2005-04-06,817573325
2005-04-07,814109000
2005-04-08,817685500
2005-04-09,818946500
2005-04-10,813841000
2005-04-11,812660000
2005-04-12,816174000
2005-04-13,816673500
2005-04-14,816931500
2005-04-15,814746125
2005-04-16,811908000
2005-04-17,804137000
2005-04-18,798798000
2005-04-19,802209500
2005-04-20,799309500
2005-04-21,803762500
2005-04-22,808421000
2005-04-23,801267000
2005-04-24,793973150
2005-04-25,792682000
2005-04-26,789768000
2005-04-27,798132000
2005-04-28,794925500
2005-04-29,800733500
2005-04-30,801775500
2005-05-01,800000000
2005-05-02,798728000
2005-05-03,803970500
2005-05-04,801417500
2005-05-05,805537500
2005-05-06,807352000
2005-05-07,800584500
2005-05-08,795437500
2005-05-09,799038000
2005-05-10,798466500
2005-05-11,796578500
2005-05-12,797744800
2005-05-13,809002000
2005-05-14,805631000
2005-05-15,807968000
2005-05-16,796903000
2005-05-17,798718500
2005-05-18,806374000
2005-05-19,817384500
2005-05-20,838561075
2005-05-21,850551350
2005-05-22,844547225
2005-05-23,842278500
2005-05-24,847818000
2005-05-25,841395500
2005-05-26,818909000
2005-05-27,823032400
2005-05-28,814725175
2005-05-29,923247950
2005-05-30,913783500
2005-05-31,910055000
2005-06-01,952117500
2005-06-02,979411500
2005-06-03,999953000
2005-06-04,1036832500
2005-06-05,1022615000
2005-06-06,1032896000
2005-06-07,1036201500
2005-06-08,1039953000
2005-06-09,1042638500
2005-06-10,1054292000
2005-06-11,1048754000
2005-06-12,1047016500
2005-06-13,1088312000
2005-06-14,1070697000
2005-06-15,1070571000
2005-06-16,1078827500
2005-06-17,1069046500
2005-06-18,1058861500
2005-06-19,1061450500
2005-06-20,1047734025
2005-06-21,1043528500
2005-06-22,1033909500
2005-06-23,1032410000
2005-06-24,977876500
2005-06-25,980956500
2005-06-26,972437000
