Datum,Marktwert
2004-07-02,1322264000
2004-07-03,1316267000
2004-07-04,1312351000
2004-07-05,1310364250
2004-07-06,1298056500
2004-07-07,1285513000
2004-07-08,1276548000
2004-07-09,1272876000
2004-07-10,1258139500
2004-07-11,1256626500
2004-07-12,1242884000
2004-07-13,1226407500
2004-07-14,1216292500
2004-07-15,1203092500
2004-07-16,1201202500
2004-07-17,1197535000
2004-07-18,1154819000
2004-07-19,1137180500
2004-07-20,1132880000
2004-07-21,1118929000
2004-07-22,1114090000
2004-07-23,1110093000
2004-07-24,1102103500
2004-07-25,1088946000
2004-07-26,1074118000
2004-07-27,1059940000
2004-07-28,1042340000
2004-07-29,1032222000
2004-07-30,1023992000
2004-07-31,1013029500
2004-08-01,1001866000
2004-08-02,997664500
2004-08-03,989581000
2004-08-04,981512000
2004-08-05,971770500
2004-08-06,958669500
2004-08-07,947806500
2004-08-08,936367000
2004-08-09,929386500
2004-08-10,917903000
2004-08-11,905437500
2004-08-12,901834500
2004-08-13,890242500
2004-08-14,891150350
2004-08-15,881709500
2004-08-16,877341500
2004-08-17,876046500
2004-08-18,872335000
2004-08-19,877341500
2004-08-20,850362500
2004-08-21,839647500
2004-08-22,837789500
2004-08-23,830986000
2004-08-24,824838500
2004-08-25,819051500
2004-08-26,815040000
2004-08-27,818945500
2004-08-28,809142000
2004-08-29,804041000
2004-08-30,810401250
2004-08-31,806164000
2004-09-01,811225000
2004-09-02,807320000
2004-09-03,816956000
2004-09-04,808288500
2004-09-05,803772000
2004-09-06,799746500
2004-09-07,804227000
2004-09-08,798077000
2004-09-09,793391000
2004-09-10,795746500
2004-09-11,788929000
2004-09-12,783744000
2004-09-13,777472500
2004-09-14,776847000
2004-09-15,784219700
2004-09-16,782280000
2004-09-17,783075000
2004-09-18,786717500
2004-09-19,789682000
2004-09-20,783056000
2004-09-21,789415000
2004-09-22,791554500
2004-09-23,788908000
2004-09-24,803580500
2004-09-25,805772000
2004-09-26,795463600
2004-09-27,796443500
2004-09-28,807150000
2004-09-29,798136000
2004-09-30,801448000
2004-10-01,805149000
2004-10-02,805317000
2004-10-03,804012500
2004-10-04,804857000
2004-10-05,805156500
2004-10-06,818803500
2004-10-07,810983500
2004-10-08,813287500
2004-10-09,810649500
2004-10-10,813334000
2004-10-11,806310500
2004-10-12,807257000
2004-10-13,806131000
2004-10-14,803694500
2004-10-15,803755500
2004-10-16,799741000
2004-10-17,798204500
2004-10-18,796443000
2004-10-19,796278000
2004-10-20,797343000
2004-10-21,797350000
2004-10-22,803320500
2004-10-23,803759000
2004-10-24,807632000
2004-10-25,801957000
2004-10-26,807903500
2004-10-27,808009000
