Datum,Marktwert
2007-04-23,777739500
2007-04-24,785865000
2007-04-25,798258500
2007-04-26,801295275
2007-04-27,804201975
2007-04-28,796034500
2007-04-29,798052000
2007-04-30,802118500
2007-05-01,804666950
2007-05-02,802127000
2007-05-03,808936500
2007-05-04,812466500
2007-05-05,801645200
2007-05-06,806698080
2007-05-07,810714675
2007-05-08,815277500
2007-05-09,816396000
2007-05-10,823210050
2007-05-11,834644600
2007-05-12,827428000
2007-05-13,819679000
2007-05-14,819382800
2007-05-15,829730000
2007-05-16,835637000
2007-05-17,841283600
2007-05-18,853993500
2007-05-19,859511500
2007-05-20,841628875
2007-05-21,774564500
2007-05-22,754703500
2007-05-23,747838500
2007-05-24,742536700
2007-05-25,730050975
2007-05-26,722465091
2007-05-27,722465091
2007-05-28,751700329
2007-05-29,697746500
2007-05-30,736547000
2007-05-31,711681500
2007-06-01,748733500
2007-06-02,740311500
2007-06-03,774712500
2007-06-04,759759500
2007-06-05,773419500
2007-06-06,776319500
2007-06-07,782652325
2007-06-08,782603250
2007-06-09,792173025
2007-06-10,777211500
2007-06-11,786109975
2007-06-12,776649000
2007-06-13,775523500
2007-06-14,766795500
2007-06-15,768479500
2007-06-16,769546000
2007-06-17,767870500
2007-06-18,757808000
2007-06-19,766133675
2007-06-20,763127500
2007-06-21,770430500
2007-06-22,776726500
2007-06-23,766754500
2007-06-24,766754500
2007-06-25,737250500
2007-06-26,763829750
2007-06-27,752805500
2007-06-28,767288500
2007-06-29,737469500
2007-06-30,775370075
2007-07-01,757503500
2007-07-02,776776500
2007-07-03,779118000
2007-07-04,784311500
2007-07-05,787872500
2007-07-06,794704500
2007-07-07,796880000
2007-07-08,809864000
2007-07-09,810591500
2007-07-10,808662500
2007-07-11,798808000
2007-07-12,797650000
2007-07-13,797253500
2007-07-14,790395000
2007-07-15,787022000
2007-07-16,793926000
2007-07-17,784440500
2007-07-18,793947500
2007-07-19,786507000
2007-07-20,790501500
2007-07-21,784767800
2007-07-22,783731500
2007-07-23,782352000
2007-07-24,784217500
2007-07-25,777832000
2007-07-26,785297500
2007-07-27,775961000
2007-07-28,774417000
2007-07-29,763523500
2007-07-30,768413500
2007-07-31,771704000
2007-08-01,760320500
2007-08-02,759288000
2007-08-03,762476000
2007-08-04,762652500
2007-08-05,756402000
2007-08-06,756303500
2007-08-07,758794500
2007-08-08,754484500
2007-08-09,756593000
2007-08-10,759685000
2007-08-11,747698000
2007-08-12,744279500
2007-08-13,742528000
2007-08-14,745135000
2007-08-15,752750500
2007-08-16,753679500
2007-08-17,757002000
2007-08-18,751104550
2007-08-19,758462000
2007-08-20,750351500
