Datum,Marktwert
2013-04-15,777870000
2013-04-16,776500000
2013-04-17,783640000
2013-04-18,777860000
2013-04-19,780120000
2013-04-20,775690000
2013-04-21,784000000
2013-04-22,781090000
2013-04-23,803190000
2013-04-24,794180000
2013-04-25,800640000
2013-04-26,789620000
2013-04-27,800340000
2013-04-28,795410000
2013-04-29,807050000
2013-04-30,813040000
2013-05-01,809910000
2013-05-02,830590000
2013-05-03,833080000
2013-05-04,821510000
2013-05-05,831450000
2013-05-06,826990000
2013-05-07,838670000
2013-05-08,840510000
2013-05-09,830610000
2013-05-10,841410000
2013-05-11,822410000
2013-05-12,835610000
2013-05-13,832910000
2013-05-14,847320000
2013-05-15,846410000
2013-05-16,861610000
2013-05-17,858640000
2013-05-18,897480000
2013-05-19,787510000
2013-05-20,743480000
2013-05-21,721750000
2013-05-22,699400000
2013-05-23,709890000
2013-05-24,704230000
2013-05-25,716910000
2013-05-26,710070000
2013-05-27,717210000
2013-05-28,719290000
2013-05-29,712570000
2013-05-30,718930000
2013-05-31,708530000
2013-06-01,716000000
2013-06-02,713290000
2013-06-03,714400000
2013-06-04,720670000
2013-06-05,711720000
2013-06-06,722410000
2013-06-07,725530000
2013-06-08,718550000
2013-06-09,827560000
2013-06-10,833480000
2013-06-11,847240000
2013-06-12,843150000
2013-06-13,896160000
2013-06-14,874020000
2013-06-15,925660000
2013-06-16,902330000
2013-06-17,921210000
2013-06-18,925000000
2013-06-19,945120000
2013-06-20,917790000
2013-06-21,962650000
2013-06-22,941990000
2013-06-23,952170000
2013-06-24,925140000
2013-06-25,961600000
2013-06-26,918890000
2013-06-27,944580000
2013-06-28,915900000
2013-06-29,931790000
2013-06-30,934670000
2013-07-01,962770000
2013-07-02,971350000
2013-07-03,990610000
2013-07-04,993530000
2013-07-05,1004320000
2013-07-06,996000000
2013-07-07,1027050000
2013-07-08,1023890000
2013-07-09,1039300000
2013-07-10,1047110000
2013-07-11,1043440000
2013-07-12,1034210000
2013-07-13,1044330000
2013-07-14,1021580000
2013-07-15,1016650000
2013-07-16,1018590000
2013-07-17,1008280000
2013-07-18,1011220000
2013-07-19,997070000
2013-07-20,999600000
2013-07-21,975730000
2013-07-22,981860000
2013-07-23,972000000
2013-07-24,975880000
2013-07-25,971430000
2013-07-26,976490000
2013-07-27,962740000
2013-07-28,966360000
2013-07-29,948780000
2013-07-30,951910000
2013-07-31,931890000
2013-08-01,936900000
2013-08-02,921120000
2013-08-03,917500000
2013-08-04,919560000
2013-08-05,919720000
2013-08-06,919720000
2013-08-07,953190000
2013-08-08,919590000
2013-08-09,937200000
2013-08-10,922500000
2013-08-11,924660000
2013-08-12,931710000
2013-08-13,919390000
2013-08-14,921950000
2013-08-15,913900000
2013-08-16,922380000
2013-08-17,886830000
2013-08-18,894330000
2013-08-19,891160000
2013-08-20,896580000
2013-08-21,892970000
2013-08-22,897260000
2013-08-23,874090000
2013-08-24,879240000
2013-08-25,870840000
2013-08-26,881330000
2013-08-27,874570000
2013-08-28,882400000
2013-08-29,870800000
2013-08-30,865310000
2013-08-31,860350000
