Datum,Marktwert
2010-04-15,862474000
2010-04-16,863937500
2010-04-17,850876000
2010-04-18,846515000
2010-04-19,849311500
2010-04-20,851915500
2010-04-21,849440500
2010-04-22,849545500
2010-04-23,861897300
2010-04-24,864933500
2010-04-25,850583000
2010-04-26,841303500
2010-04-27,832227000
2010-04-28,823376000
2010-04-29,822398725
2010-04-30,825632500
2010-05-01,825315500
2010-05-02,811981500
2010-05-03,795873500
2010-05-04,788267000
2010-05-05,798952500
2010-05-06,791301000
2010-05-07,791882500
2010-05-08,794982500
2010-05-09,772414500
2010-05-10,690514500
2010-05-11,676760000
2010-05-12,671067000
2010-05-13,664560000
2010-05-14,656447000
2010-05-15,653908500
2010-05-16,642891500
2010-05-17,717530000
2010-05-18,689539000
2010-05-19,670697500
2010-05-20,643365500
2010-05-21,651714000
2010-05-22,633200450
2010-05-23,639209650
2010-05-24,630339823
2010-05-25,619208325
2010-05-26,626745000
2010-05-27,623682500
2010-05-28,625441500
2010-05-29,631367000
2010-05-30,628973575
2010-05-31,629293000
2010-06-01,623174500
2010-06-02,632676000
2010-06-03,641723500
2010-06-04,642925500
2010-06-05,651373500
2010-06-06,660705900
2010-06-07,660717000
2010-06-08,665689000
2010-06-09,671148000
2010-06-10,676238375
2010-06-11,680947650
2010-06-12,686103500
2010-06-13,685255950
2010-06-14,694475000
2010-06-15,687808275
2010-06-16,684184000
2010-06-17,678828500
2010-06-18,684835675
2010-06-19,682953000
2010-06-20,707018000
2010-06-21,689212000
2010-06-22,687454500
2010-06-23,693108375
2010-06-24,683234000
2010-06-25,689039500
2010-06-26,690231500
2010-06-27,688053300
2010-06-28,682368500
2010-06-29,672834500
2010-06-30,695771975
2010-07-01,698685500
2010-07-02,708618000
2010-07-03,723028000
2010-07-04,733610000
2010-07-05,737323000
2010-07-06,748904500
2010-07-07,753350500
2010-07-08,769158000
2010-07-09,774527500
2010-07-10,781429500
2010-07-11,792223000
2010-07-12,799743000
2010-07-13,802879500
2010-07-14,801767000
2010-07-15,806112000
2010-07-16,814035000
2010-07-17,822852500
2010-07-18,828169000
2010-07-19,831593000
2010-07-20,838233500
2010-07-21,839488500
2010-07-22,842057000
2010-07-23,839319000
2010-07-24,839164000
2010-07-25,848784000
2010-07-26,835517125
2010-07-27,835719000
2010-07-28,834559000
2010-07-29,837311500
2010-07-30,838162000
2010-07-31,824703600
2010-08-01,824637500
2010-08-02,823402500
2010-08-03,827486500
2010-08-04,818561000
2010-08-05,810871000
2010-08-06,802088500
2010-08-07,801690000
2010-08-08,802563000
2010-08-09,796479500
2010-08-10,796977000
2010-08-11,789497000
2010-08-12,782251000
2010-08-13,778972275
2010-08-14,774037000
2010-08-15,761677500
2010-08-16,751694500
2010-08-17,747756000
2010-08-18,741283500
2010-08-19,744045500
2010-08-20,743159000
2010-08-21,729931000
2010-08-22,715765000
2010-08-23,713647000
2010-08-24,718141500
2010-08-25,721827450
2010-08-26,723447600
2010-08-27,726570825
2010-08-28,737269000
2010-08-29,739827000
2010-08-30,736138500
2010-08-31,751484075
