Datum,Marktwert
2015-06-20,1040120000
2015-06-21,1068570000
2015-06-22,1034450000
2015-06-23,1043340000
2015-06-24,1031560000
2015-06-25,1063400000
2015-06-26,1029760000
2015-06-27,1055650000
2015-06-28,1023730000
2015-06-29,1018680000
2015-06-30,1035600000
2015-07-01,1039300000
2015-07-02,1059480000
2015-07-03,1077050000
2015-07-04,1064130000
2015-07-05,1077150000
2015-07-06,1085480000
2015-07-07,1078320000
2015-07-08,1061670000
2015-07-09,1096100000
2015-07-10,1091370000
2015-07-11,1111440000
2015-07-12,1106740000
2015-07-13,1126950000
2015-07-14,1105120000
2015-07-15,1127100000
2015-07-16,1118000000
2015-07-17,1131040000
2015-07-18,1118680000
2015-07-19,1137740000
2015-07-20,1113930000
2015-07-21,1128140000
2015-07-22,1113400000
2015-07-23,1125910000
2015-07-24,1111440000
2015-07-25,1123640000
2015-07-26,1103530000
2015-07-27,1111330000
2015-07-28,1101430000
2015-07-29,1121830000
2015-07-30,1115260000
2015-07-31,1125920000
2015-08-01,1112510000
2015-08-02,1111130000
2015-08-03,1091680000
2015-08-04,1097190000
2015-08-05,1079980000
2015-08-06,1091370000
2015-08-07,1077790000
2015-08-08,1083700000
2015-08-09,1059220000
2015-08-10,1059060000
2015-08-11,1061550000
2015-08-12,1074210000
2015-08-13,1046150000
2015-08-14,1060050000
2015-08-15,1036980000
2015-08-16,1036310000
2015-08-17,1041600000
2015-08-18,1024770000
2015-08-19,1024510000
2015-08-20,1029640000
2015-08-21,998190000
2015-08-22,998850000
2015-08-23,977620000
2015-08-24,979290000
2015-08-25,967850000
2015-08-26,974410000
2015-08-27,968640000
2015-08-28,933140000
2015-08-29,937400000
2015-08-30,933030000
2015-08-31,940490000
2015-09-01,946310000
2015-09-02,939360000
2015-09-03,947650000
2015-09-04,932270000
2015-09-05,933560000
2015-09-06,910250000
2015-09-07,898140000
2015-09-08,894870000
2015-09-09,895140000
2015-09-10,859520000
2015-09-11,834880000
2015-09-12,839420000
2015-09-13,842860000
2015-09-14,841260000
2015-09-15,856680000
2015-09-16,857180000
2015-09-17,844270000
2015-09-18,846180000
2015-09-19,845060000
2015-09-20,851570000
2015-09-21,844060000
2015-09-22,846560000
