Datum,Marktwert
2024-06-20,1527810000
2024-06-21,1487290000
2024-06-22,1504940000
2024-06-23,1469600000
2024-06-24,1466970000
2024-06-25,1465760000
2024-06-26,1462320000
2024-06-27,1448850000
2024-06-28,1456780000
2024-06-29,1430110000
2024-06-30,1423500000
2024-07-01,1422960000
2024-07-02,1428000000
2024-07-03,1387010000
2024-07-04,1411550000
2024-07-05,1391360000
2024-07-06,1403530000
2024-07-07,1377160000
2024-07-08,1401720000
2024-07-09,1379330000
2024-07-10,1387940000
2024-07-11,1369760000
2024-07-12,1381300000
2024-07-13,1368410000
2024-07-14,1387900000
2024-07-15,1358030000
2024-07-16,1380290000
2024-07-17,1381250000
2024-07-18,1379250000
2024-07-19,1402250000
2024-07-20,1413550000
2024-07-21,1397930000
2024-07-22,1420680000
2024-07-23,1415400000
2024-07-24,1435130000
2024-07-25,1444390000
2024-07-26,1447750000
2024-07-27,1437830000
2024-07-28,1460380000
2024-07-29,1462550000
2024-07-30,1469700000
2024-07-31,1455080000
2024-08-01,1478070000
2024-08-02,1491170000
2024-08-03,1505930000
2024-08-04,1511360000
2024-08-05,1506320000
2024-08-06,1544860000
2024-08-07,1551910000
2024-08-08,1551040000
2024-08-09,1553590000
2024-08-10,1542980000
2024-08-11,1566860000
2024-08-12,1578140000
2024-08-13,1584740000
2024-08-14,1585840000
2024-08-15,1572180000
2024-08-16,1602410000
2024-08-17,1613430000
2024-08-18,1617950000
2024-08-19,1619390000
2024-08-20,1644990000
2024-08-21,1664690000
2024-08-22,1667190000
2024-08-23,1668900000
2024-08-24,1670710000
2024-08-25,1707240000
2024-08-26,1723970000
2024-08-27,1737470000
2024-08-28,1735260000
2024-08-29,1710390000
2024-08-30,1738390000
2024-08-31,1761330000
2024-09-01,1783980000
2024-09-02,1784710000
2024-09-03,1768690000
2024-09-04,1791710000
2024-09-05,1801410000
2024-09-06,1798190000
2024-09-07,1816270000
2024-09-08,1805900000
2024-09-09,1812490000
2024-09-10,1801330000
2024-09-11,1804400000
2024-09-12,1781620000
2024-09-13,1782110000
2024-09-14,1803500000
2024-09-15,1796690000
2024-09-16,1795110000
2024-09-17,1788560000
2024-09-18,1809240000
2024-09-19,1803940000
2024-09-20,1822760000
2024-09-21,1825460000
2024-09-22,1827200000
2024-09-23,1821300000
2024-09-24,1840770000
2024-09-25,1844240000
2024-09-26,1835530000
2024-09-27,1852400000
2024-09-28,1861680000
2024-09-29,1862410000
2024-09-30,1846190000
2024-10-01,1865760000
2024-10-02,1865990000
2024-10-03,1862120000
2024-10-04,1882100000
2024-10-05,1892490000
2024-10-06,1900410000
2024-10-07,1899740000
2024-10-08,1922640000
2024-10-09,1924630000
2024-10-10,1913820000
2024-10-11,1933210000
2024-10-12,1919720000
2024-10-13,1921640000
2024-10-14,1903020000
2024-10-15,1907830000
2024-10-16,1888280000
2024-10-17,1892940000
2024-10-18,1862800000
2024-10-19,1883550000
2024-10-20,1888130000
2024-10-21,1889160000
2024-10-22,1875300000
2024-10-23,1890630000
2024-10-24,1885880000
2024-10-25,1910300000
2024-10-26,1922500000
2024-10-27,1919830000
2024-10-28,1945100000
2024-10-29,1951820000
2024-10-30,1947630000
2024-10-31,1971730000
2024-11-01,1954350000
2024-11-02,1982910000
2024-11-03,2007130000
2024-11-04,2010070000
2024-11-05,2001440000
2024-11-06,2027060000
2024-11-07,2026960000
2024-11-08,2048090000
2024-11-09,2060390000
2024-11-10,2064240000
2024-11-11,2098050000
2024-11-12,2093480000
2024-11-13,2106560000
2024-11-14,2096860000
2024-11-15,2098130000
2024-11-16,2072740000
2024-11-17,2064680000
2024-11-18,2065740000
2024-11-19,2027910000
2024-11-20,2018320000
2024-11-21,2018590000
2024-11-22,1999360000
2024-11-23,2017200000
2024-11-24,2018900000
2024-11-25,2015440000
2024-11-26,2040370000
2024-11-27,2033310000
2024-11-28,2044590000
2024-11-29,2034970000
2024-11-30,2046860000
2024-12-01,2039300000
2024-12-02,2056650000
2024-12-03,2054510000
2024-12-04,2072320000
2024-12-05,2064720000
2024-12-06,2082350000
2024-12-07,2085960000
2024-12-08,2082520000
2024-12-09,2113070000
2024-12-10,2118640000
2024-12-11,2106780000
2024-12-12,2129830000
2024-12-13,2118020000
2024-12-14,2144080000
2024-12-15,2149050000
2024-12-16,2145480000
2024-12-17,2164370000
2024-12-18,2145080000
2024-12-19,2161790000
2024-12-20,2118930000
2024-12-21,2147770000
2024-12-22,2145920000
2024-12-23,2164780000
2024-12-24,2152960000
2024-12-25,2160180000
2024-12-26,2131040000
2024-12-27,2130620000
2024-12-28,2137080000
2024-12-29,2095730000
2024-12-30,2089900000
2024-12-31,2084990000
2025-01-01,2086000000
2025-01-02,2096030000
2025-01-03,2051480000
2025-01-04,2035670000
2025-01-05,2028230000
2025-01-06,1977460000
2025-01-07,1953430000
2025-01-08,1938120000
2025-01-09,1939600000
2025-01-10,1954320000
2025-01-11,1923700000
2025-01-12,1924130000
2025-01-13,1901050000
2025-01-14,1907510000
2025-01-15,1899410000
2025-01-16,1905880000
2025-01-17,1894290000
2025-01-18,1919490000
2025-01-19,1909340000
2025-01-20,1932190000
2025-01-21,1913240000
2025-01-22,1919270000
2025-01-23,1905460000
2025-01-24,1889190000
2025-01-25,1918600000
2025-01-26,1907070000
2025-01-27,1915300000
2025-01-28,1905300000
2025-01-29,1922560000
2025-01-30,1909010000
2025-01-31,1916920000
2025-02-01,1938970000
2025-02-02,1924500000
2025-02-03,1937840000
2025-02-04,1944690000
2025-02-05,1920190000
2025-02-06,1936750000
2025-02-07,1905660000
2025-02-08,1913650000
2025-02-09,1895420000
2025-02-10,1904650000
2025-02-11,1885160000
2025-02-12,1888210000
2025-02-13,1864160000
2025-02-14,1877460000
2025-02-15,1858520000
2025-02-16,1863780000
2025-02-17,1852030000
2025-02-18,1857770000
2025-02-19,1830500000
2025-02-20,1826120000
2025-02-21,1823500000
2025-02-22,1834350000
2025-02-23,1811770000
2025-02-24,1820340000
2025-02-25,1805170000
2025-02-26,1806880000
2025-02-27,1819850000
2025-02-28,1787930000
2025-03-01,1789080000
2025-03-02,1767040000
2025-03-03,1774110000
2025-03-04,1751140000
2025-03-05,1758540000
2025-03-06,1723890000
2025-03-07,1710470000
2025-03-08,1718080000
2025-03-09,1696630000
2025-03-10,1704900000
2025-03-11,1699170000
2025-03-12,1705820000
2025-03-13,1689060000
2025-03-14,1693580000
2025-03-15,1711050000
2025-03-16,1702710000
2025-03-17,1709030000
2025-03-18,1701100000
2025-03-19,1708480000
2025-03-20,1678710000
2025-03-21,1675390000
2025-03-22,1671720000
2025-03-23,1668270000
2025-03-24,1671140000
2025-03-25,1620970000
2025-03-26,1600120000
2025-03-27,1612890000
2025-03-28,1586690000
2025-03-29,1588530000
2025-03-30,1564910000
2025-03-31,1577260000
2025-04-01,1565390000
2025-04-02,1567140000
2025-04-03,1541750000
2025-04-04,1538050000
2025-04-05,1553000000
2025-04-06,1557550000
2025-04-07,1555780000
2025-04-08,1574490000
2025-04-09,1573720000
2025-04-10,1589850000
2025-04-11,1575810000
2025-04-12,1583330000
2025-04-13,1577160000
2025-04-14,1597210000
2025-04-15,1585050000
2025-04-16,1598740000
2025-04-17,1583120000
2025-04-18,1591340000
2025-04-19,1583230000
2025-04-20,1605440000
2025-04-21,1612240000
2025-04-22,1603050000
2025-04-23,1617080000
2025-04-24,1611400000
2025-04-25,1624890000
2025-04-26,1606950000
2025-04-27,1626320000
2025-04-28,1628230000
2025-04-29,1610230000
2025-04-30,1637820000
2025-05-01,1625820000
2025-05-02,1640110000
2025-05-03,1608740000
2025-05-04,1619000000
2025-05-05,1623390000
2025-05-06,1605350000
2025-05-07,1620860000
2025-05-08,1621070000
2025-05-09,1600300000
2025-05-10,1606190000
2025-05-11,1570210000
2025-05-12,1593700000
2025-05-13,1610810000
2025-05-14,1624950000
2025-05-15,1611070000
2025-05-16,1657540000
2025-05-17,1705140000
2025-05-18,1407840000
2025-05-19,1284180000
2025-05-20,1209270000
2025-05-21,1160650000
2025-05-22,1127000000
2025-05-23,1099140000
2025-05-24,1099310000
2025-05-25,1087970000
2025-05-26,1092410000
2025-05-27,1103980000
2025-05-28,1279490000
2025-05-29,1346260000
