Datum,Marktwert
2014-02-20,804030000
2014-02-21,806180000
2014-02-22,805420000
2014-02-23,813680000
2014-02-24,810170000
2014-02-25,820250000
2014-02-26,815660000
2014-02-27,824370000
2014-02-28,810590000
2014-03-01,819750000
2014-03-02,813100000
2014-03-03,823320000
2014-03-04,818910000
2014-03-05,826970000
2014-03-06,818670000
2014-03-07,824340000
2014-03-08,801160000
2014-03-09,814870000
2014-03-10,808970000
2014-03-11,823970000
2014-03-12,819270000
2014-03-13,823140000
2014-03-14,802300000
2014-03-15,809530000
2014-03-16,800650000
2014-03-17,810320000
2014-03-18,809630000
2014-03-19,812440000
2014-03-20,803850000
2014-03-21,811010000
2014-03-22,800770000
2014-03-23,806120000
2014-03-24,803180000
2014-03-25,809990000
2014-03-26,812430000
2014-03-27,803110000
2014-03-28,814080000
2014-03-29,818360000
2014-03-30,816560000
2014-03-31,833930000
2014-04-01,843580000
2014-04-02,845370000
2014-04-03,837970000
2014-04-04,857370000
2014-04-05,849400000
2014-04-06,861230000
2014-04-07,858400000
2014-04-08,879600000
2014-04-09,879000000
2014-04-10,887980000
2014-04-11,880200000
2014-04-12,890180000
2014-04-13,885760000
2014-04-14,898220000
2014-04-15,900090000
2014-04-16,902810000
2014-04-17,882470000
2014-04-18,902420000
2014-04-19,886600000
2014-04-20,902700000
2014-04-21,891390000
2014-04-22,910120000
2014-04-23,902290000
2014-04-24,916280000
2014-04-25,905170000
2014-04-26,904640000
2014-04-27,916600000
2014-04-28,919000000
2014-04-29,920790000
2014-04-30,918670000
2014-05-01,936730000
2014-05-02,931670000
2014-05-03,937900000
2014-05-04,944840000
2014-05-05,947880000
2014-05-06,951590000
2014-05-07,939420000
2014-05-08,979360000
2014-05-09,993370000
2014-05-10,1009060000
2014-05-11,829080000
2014-05-12,803310000
2014-05-13,772930000
2014-05-14,745220000
2014-05-15,731580000
2014-05-16,713700000
2014-05-17,705420000
2014-05-18,708660000
2014-05-19,708800000
2014-05-20,783080000
2014-05-21,835190000
2014-05-22,871160000
2014-05-23,889480000
2014-05-24,934860000
2014-05-25,923170000
2014-05-26,986860000
2014-05-27,977560000
2014-05-28,1017720000
2014-05-29,1020550000
2014-05-30,1041510000
2014-05-31,1014400000
2014-06-01,1048670000
2014-06-02,1025660000
2014-06-03,1041460000
2014-06-04,1024700000
2014-06-05,1049800000
2014-06-06,1021030000
2014-06-07,1044940000
2014-06-08,1012110000
2014-06-09,1016660000
2014-06-10,996330000
2014-06-11,1008250000
2014-06-12,979210000
2014-06-13,999260000
2014-06-14,967700000
2014-06-15,967400000
2014-06-16,957450000
2014-06-17,975210000
2014-06-18,935160000
2014-06-19,942150000
2014-06-20,917600000
2014-06-21,921880000
2014-06-22,894900000
