Datum,Marktwert
2008-06-23,760861000
2008-06-24,762713000
2008-06-25,756319500
2008-06-26,755631000
2008-06-27,754868000
2008-06-28,748480000
2008-06-29,733178500
2008-06-30,752302000
2008-07-01,754332000
2008-07-02,770704000
2008-07-03,774952500
2008-07-04,785279000
2008-07-05,801890500
2008-07-06,808404000
2008-07-07,809622000
2008-07-08,819838500
2008-07-09,823385500
2008-07-10,818667000
2008-07-11,827658000
2008-07-12,826875500
2008-07-13,826949500
2008-07-14,830491500
2008-07-15,818721000
2008-07-16,817675000
2008-07-17,821099500
2008-07-18,817690000
2008-07-19,814579500
2008-07-20,816528000
2008-07-21,816935500
2008-07-22,811643650
2008-07-23,806681500
2008-07-24,805953500
2008-07-25,801021500
2008-07-26,801965500
2008-07-27,796518000
2008-07-28,792122000
2008-07-29,787092500
2008-07-30,783728000
2008-07-31,777609500
2008-08-01,773471500
2008-08-02,767563000
2008-08-03,759719000
2008-08-04,763911500
2008-08-05,749530500
2008-08-06,746259000
2008-08-07,749969000
2008-08-08,755619500
2008-08-09,747271500
2008-08-10,755625000
2008-08-11,746053500
2008-08-12,750972500
2008-08-13,742291100
2008-08-14,755951500
2008-08-15,762249500
2008-08-16,761286500
2008-08-17,764224500
2008-08-18,770485500
2008-08-19,769615500
2008-08-20,775028000
2008-08-21,787767000
2008-08-22,780152000
2008-08-23,762422000
2008-08-24,770244500
2008-08-25,763214000
2008-08-26,765785000
2008-08-27,768237500
2008-08-28,776314500
2008-08-29,780162500
2008-08-30,768504500
2008-08-31,777174000
2008-09-01,778647000
2008-09-02,783525500
2008-09-03,784907000
2008-09-04,789183000
2008-09-05,777600000
2008-09-06,772382500
2008-09-07,769471500
2008-09-08,769286000
2008-09-09,766729000
2008-09-10,763049500
2008-09-11,766958000
2008-09-12,767374000
2008-09-13,753954500
2008-09-14,763790000
2008-09-15,763172600
2008-09-16,755792500
2008-09-17,756879000
2008-09-18,768570500
2008-09-19,768411000
2008-09-20,758226500
2008-09-21,765328500
2008-09-22,759824500
2008-09-23,765567500
2008-09-24,771045000
2008-09-25,778550750
2008-09-26,782391000
2008-09-27,775209500
2008-09-28,777283000
2008-09-29,774400000
2008-09-30,779494000
2008-10-01,785308000
2008-10-02,787087000
2008-10-03,794510000
2008-10-04,785349500
2008-10-05,783391000
2008-10-06,780349000
2008-10-07,781820500
2008-10-08,781261000
2008-10-09,781544000
2008-10-10,778156000
2008-10-11,781214500
2008-10-12,780333000
2008-10-13,784411500
2008-10-14,777555000
2008-10-15,780976000
2008-10-16,791125500
2008-10-17,790617500
2008-10-18,780008500
2008-10-19,784684500
2008-10-20,779942000
2008-10-21,789007500
2008-10-22,789395000
2008-10-23,790712500
2008-10-24,799482500
2008-10-25,796359500
2008-10-26,802844500
2008-10-27,802877000
2008-10-28,804145000
2008-10-29,806946275
2008-10-30,807176500
2008-10-31,816932500
2008-11-01,815951500
2008-11-02,822026500
2008-11-03,824017000
