Datum,Marktwert
2016-06-20,1156990000
2016-06-21,1171300000
2016-06-22,1143160000
2016-06-23,1155970000
2016-06-24,1117270000
2016-06-25,1136970000
2016-06-26,1105090000
2016-06-27,1127110000
2016-06-28,1104160000
2016-06-29,1114230000
2016-06-30,1096380000
2016-07-01,1111250000
2016-07-02,1110310000
2016-07-03,1114450000
2016-07-04,1097820000
2016-07-05,1109200000
2016-07-06,1097630000
2016-07-07,1118600000
2016-07-08,1090850000
2016-07-09,1088970000
2016-07-10,1097760000
2016-07-11,1082680000
2016-07-12,1090510000
2016-07-13,1082410000
2016-07-14,1093280000
2016-07-15,1087040000
2016-07-16,1092620000
2016-07-17,1087510000
2016-07-18,1095050000
2016-07-19,1091480000
2016-07-20,1100220000
2016-07-21,1100600000
2016-07-22,1115710000
2016-07-23,1111570000
2016-07-24,1114530000
2016-07-25,1098980000
2016-07-26,1118640000
2016-07-27,1109930000
2016-07-28,1122650000
2016-07-29,1109150000
2016-07-30,1113770000
2016-07-31,1097030000
2016-08-01,1097450000
2016-08-02,1083380000
2016-08-03,1093370000
2016-08-04,1082550000
2016-08-05,1100940000
2016-08-06,1094970000
2016-08-07,1095950000
2016-08-08,1078890000
2016-08-09,1094920000
2016-08-10,1083740000
2016-08-11,1089380000
2016-08-12,1070490000
2016-08-13,1075250000
2016-08-14,1057280000
2016-08-15,1057000000
2016-08-16,1037450000
2016-08-17,1044430000
2016-08-18,1037980000
2016-08-19,1044010000
2016-08-20,1025200000
2016-08-21,1028620000
2016-08-22,1010300000
2016-08-23,1010850000
2016-08-24,1000990000
2016-08-25,1016170000
2016-08-26,1003350000
2016-08-27,1018560000
2016-08-28,1008380000
2016-08-29,1023680000
2016-08-30,1017050000
2016-08-31,1028920000
2016-09-01,1029210000
2016-09-02,1007980000
2016-09-03,1007340000
2016-09-04,1001380000
2016-09-05,997390000
2016-09-06,1002410000
2016-09-07,958390000
2016-09-08,935730000
2016-09-09,925590000
2016-09-10,936820000
2016-09-11,912690000
2016-09-12,914600000
2016-09-13,897270000
2016-09-14,897430000
2016-09-15,875300000
2016-09-16,868700000
2016-09-17,880140000
2016-09-18,861430000
2016-09-19,868650000
2016-09-20,854770000
2016-09-21,863670000
2016-09-22,857240000
2016-09-23,873430000
2016-09-24,874540000
2016-09-25,869730000
2016-09-26,883950000
2016-09-27,879740000
2016-09-28,890070000
2016-09-29,876770000
2016-09-30,881440000
2016-10-01,875890000
2016-10-02,885410000
2016-10-03,878850000
2016-10-04,888770000
2016-10-05,874960000
2016-10-06,880590000
2016-10-07,865760000
2016-10-08,859740000
2016-10-09,859680000
2016-10-10,860360000
2016-10-11,828200000
2016-10-12,813990000
2016-10-13,806500000
2016-10-14,795700000
2016-10-15,810400000
2016-10-16,791500000
2016-10-17,798260000
2016-10-18,792960000
2016-10-19,795420000
2016-10-20,776600000
2016-10-21,771640000
2016-10-22,783190000
2016-10-23,775160000
2016-10-24,784090000
2016-10-25,775740000
2016-10-26,783800000
2016-10-27,764330000
2016-10-28,759700000
2016-10-29,771090000
2016-10-30,760540000
2016-10-31,767390000
2016-11-01,759820000
2016-11-02,763360000
2016-11-03,743280000
2016-11-04,735930000
2016-11-05,750030000
2016-11-06,745960000
2016-11-07,755650000
2016-11-08,753120000
2016-11-09,759700000
2016-11-10,748770000
2016-11-11,750140000
2016-11-12,730390000
2016-11-13,731150000
2016-11-14,717170000
2016-11-15,713270000
2016-11-16,712200000
2016-11-17,716930000
2016-11-18,686360000
2016-11-19,706430000
2016-11-20,711550000
2016-11-21,716260000
2016-11-22,718570000
2016-11-23,710150000
2016-11-24,727750000
2016-11-25,721120000
2016-11-26,736080000
2016-11-27,742260000
