Datum,Marktwert
2021-04-15,1339940000
2021-04-16,1358220000
2021-04-17,1344910000
2021-04-18,1353920000
2021-04-19,1349570000
2021-04-20,1361870000
2021-04-21,1356240000
2021-04-22,1367310000
2021-04-23,1366150000
2021-04-24,1376270000
2021-04-25,1372380000
2021-04-26,1395410000
2021-04-27,1392280000
2021-04-28,1401960000
2021-04-29,1386730000
2021-04-30,1386590000
2021-05-01,1386560000
2021-05-02,1392100000
2021-05-03,1349760000
2021-05-04,1356140000
2021-05-05,1327560000
2021-05-06,1329240000
2021-05-07,1311430000
2021-05-08,1319390000
2021-05-09,1305080000
2021-05-10,1323070000
2021-05-11,1322820000
2021-05-12,1355720000
2021-05-13,1374690000
2021-05-14,1390670000
2021-05-15,1395610000
2021-05-16,1361800000
2021-05-17,1399390000
2021-05-18,1413990000
2021-05-19,1421900000
2021-05-20,1426100000
2021-05-21,1422650000
2021-05-22,1512970000
2021-05-23,1200500000
2021-05-24,1113120000
2021-05-25,1059510000
2021-05-26,1017870000
2021-05-27,992720000
2021-05-28,967920000
2021-05-29,951190000
2021-05-30,947120000
2021-05-31,1019220000
2021-06-01,1157750000
2021-06-02,1206750000
2021-06-03,1248020000
2021-06-04,1267840000
2021-06-05,1319220000
2021-06-06,1292730000
2021-06-07,1356290000
2021-06-08,1355840000
2021-06-09,1386330000
2021-06-10,1387090000
2021-06-11,1406570000
2021-06-12,1361650000
2021-06-13,1400690000
2021-06-14,1382380000
2021-06-15,1391710000
2021-06-16,1367290000
2021-06-17,1400390000
2021-06-18,1356000000
2021-06-19,1394430000
2021-06-20,1353150000
2021-06-21,1367100000
2021-06-22,1336670000
2021-06-23,1352360000
2021-06-24,1320460000
2021-06-25,1350720000
2021-06-26,1322120000
2021-06-27,1330690000
2021-06-28,1297810000
2021-06-29,1316630000
2021-06-30,1271550000
2021-07-01,1307630000
2021-07-02,1299870000
2021-07-03,1320690000
2021-07-04,1309280000
2021-07-05,1344810000
2021-07-06,1333380000
2021-07-07,1371220000
2021-07-08,1353910000
2021-07-09,1383070000
2021-07-10,1366940000
2021-07-11,1394320000
2021-07-12,1377090000
2021-07-13,1410630000
2021-07-14,1398340000
2021-07-15,1430910000
2021-07-16,1449780000
2021-07-17,1467190000
2021-07-18,1440400000
2021-07-19,1478120000
2021-07-20,1479040000
2021-07-21,1514350000
2021-07-22,1506960000
2021-07-23,1540310000
2021-07-24,1526940000
2021-07-25,1548850000
2021-07-26,1539040000
2021-07-27,1561210000
2021-07-28,1564060000
2021-07-29,1593260000
2021-07-30,1584760000
2021-07-31,1604920000
2021-08-01,1598740000
2021-08-02,1621480000
2021-08-03,1619270000
2021-08-04,1613170000
2021-08-05,1620220000
2021-08-06,1618940000
2021-08-07,1595940000
2021-08-08,1625610000
2021-08-09,1615620000
2021-08-10,1643750000
2021-08-11,1641080000
2021-08-12,1671970000
2021-08-13,1677060000
2021-08-14,1654560000
2021-08-15,1681920000
2021-08-16,1680180000
2021-08-17,1698330000
2021-08-18,1695870000
2021-08-19,1679370000
2021-08-20,1707860000
2021-08-21,1693980000
2021-08-22,1720170000
2021-08-23,1726360000
2021-08-24,1715800000
2021-08-25,1750710000
2021-08-26,1738440000
2021-08-27,1763190000
2021-08-28,1774130000
2021-08-29,1772490000
2021-08-30,1792750000
2021-08-31,1817160000
